days_pred,Label0,Label1,Label2,Label3,Label4,Label5,Label6,Label7
2012-06-02,-22.766673165688445,0.0,-24.61304398377841,2.878670920186538,0.0,0.0,0.0,0.0
2012-06-03,-30.368613607021018,0.0,4.640498646503524,-6.25600750378929,0.0,0.0,0.0,0.0
2012-06-04,4.840964138221812,0.0,-3.9601954812207616,-4.561766570279157,0.0,0.0,0.0,0.0
2012-06-05,4.933892980824893,0.0,-8.926715193317273,-3.396585054346093,0.0,0.0,0.0,0.0
2012-06-06,15.20064537730232,0.0,13.177573524671537,0.3565534904382761,0.0,0.0,0.0,0.0
2012-06-07,12.285425503401543,0.0,-5.96510818469549,5.638707175114808,0.0,0.0,0.0,0.0
2012-06-08,-19.98238801850285,0.0,-24.235617589595194,-7.6878930081296595,0.0,0.0,0.0,0.0
2012-06-09,0.6195091508077217,0.0,-18.40881937052836,-9.052380695851951,0.0,0.0,0.0,0.0
2012-06-10,11.924831727969737,0.0,30.376808153518073,-1.8669366440561155,0.0,0.0,0.0,0.0
2012-06-11,24.649168955322832,0.0,33.096010959302134,19.097292471463877,0.0,0.0,0.0,0.0
2012-06-12,14.225951378859218,0.0,-17.214523826022457,-1.1481704866140052,0.0,0.0,0.0,0.0
2012-06-13,16.332047803008017,0.0,-4.57391533523023,0.826605485586862,0.0,0.0,0.0,0.0
2012-06-14,28.69484973761372,0.0,34.9833003940727,4.491745214581502,0.0,0.0,0.0,0.0
2012-06-15,-6.913438212768872,0.0,-5.074964601202311,7.299561885963917,0.0,0.0,0.0,0.0
2012-06-16,-32.099799415299245,0.0,-29.246259713255462,0.10043640582292657,0.0,0.0,0.0,0.0
2012-06-17,-12.735469445652642,0.0,-13.157098213402943,4.7366837020869,0.0,0.0,0.0,0.0
2012-06-18,6.8950804345542105,0.0,25.44796551069211,10.368968649272386,0.0,0.0,0.0,0.0
2012-06-19,9.492697450220245,0.0,18.718374112122664,2.0693155437797435,0.0,0.0,0.0,0.0
2012-06-20,-0.9813836899818301,0.0,-20.231880600636742,-11.848788894857664,0.0,0.0,0.0,0.0
2012-06-21,12.507228754325444,0.0,-17.705272369331404,-4.1661046952270295,0.0,0.0,0.0,0.0
2012-06-22,-6.168497315900769,0.0,13.541267551761987,0.12486254125436158,0.0,0.0,0.0,0.0
2012-06-23,3.2143452075354144,0.0,22.468175961485912,2.731527225393762,0.0,0.0,0.0,0.0
2012-06-24,5.532827571502198,0.0,4.311179166381673,-2.71057707892079,0.0,0.0,0.0,0.0
2012-06-25,16.859988571186317,0.0,33.84594202296119,13.607103917525677,0.0,0.0,0.0,0.0
2012-06-26,5.867109992545092,0.0,0.5345442560227793,4.612173942912381,0.0,0.0,0.0,0.0
2012-06-27,-1.6493490729605527,0.0,2.064495869497773,-2.8186099835163487,0.0,0.0,0.0,0.0
2012-06-28,-12.309375239826585,0.0,-13.162764447275112,0.9793102681758645,0.0,0.0,0.0,0.0
2012-06-29,-23.50074443682977,0.0,-7.1535840327610325,-5.992956222500531,0.0,0.0,0.0,0.0
2012-06-30,-23.114497154149184,0.0,-36.64931741899622,-15.597368829392678,0.0,0.0,0.0,0.0
2012-07-01,-9.3799237667899,0.0,-13.638245147079981,0.37650976052577834,0.0,0.0,0.0,0.0
2012-07-02,29.474216830342286,0.0,26.579343773982117,6.711947811411129,0.0,0.0,0.0,0.0
2012-07-03,8.806759615108978,0.0,15.717566677251476,14.991928771326501,0.0,0.0,0.0,0.0
2012-07-04,5.874713308388962,0.0,6.164126374359574,12.674976254556206,0.0,0.0,0.0,0.0
2012-07-05,9.636491423089085,0.0,31.11594517166153,2.3875121595652384,0.0,0.0,0.0,0.0
2012-07-06,15.146061040641442,0.0,7.57975371097849,-2.621082812059909,0.0,0.0,0.0,0.0
2012-07-07,-20.453624330408203,0.0,-15.80210530162664,-1.0907984807245044,0.0,0.0,0.0,0.0
2012-07-08,12.383889018022192,0.0,-6.783180375871475,-3.9860816742085987,0.0,0.0,0.0,0.0
2012-07-09,3.223193115452665,0.0,20.40556399415503,-6.258450794028611,0.0,0.0,0.0,0.0
2012-07-10,-16.305646485679677,0.0,-7.372072317568627,-11.036706048745131,0.0,0.0,0.0,0.0
2012-07-11,-13.887662425218972,0.0,-22.71061267583692,-6.064302864675746,0.0,0.0,0.0,0.0
2012-07-12,3.6886578550621536,0.0,0.5112500350528041,-0.4041110773384178,0.0,0.0,0.0,0.0
2012-07-13,2.0534782031224217,0.0,-0.8275176283730001,-8.614456906650874,0.0,0.0,0.0,0.0
2012-07-14,-14.853433608131267,0.0,-40.59614884038195,-9.32168219499472,0.0,0.0,0.0,0.0
2012-07-15,-5.968597696085374,0.0,-15.908874058357787,0.41600189626608897,0.0,0.0,0.0,0.0
2012-07-16,30.10766006377274,0.0,32.221112690672676,8.655297619762717,0.0,0.0,0.0,0.0
2012-07-17,-18.11634392821178,0.0,-0.8804134918812867,5.386366133129957,0.0,0.0,0.0,0.0
2012-07-18,-3.5051502108554833,0.0,-4.864636778288158,-2.8580917921958227,0.0,0.0,0.0,0.0
2012-07-19,11.661095867767436,0.0,-11.613526194283478,-1.8013045870780902,0.0,0.0,0.0,0.0
2012-07-20,-14.30356577329629,0.0,-8.575315140326904,4.052958968823141,0.0,0.0,0.0,0.0
2012-07-21,-18.980656261536623,0.0,5.637944318288904,-8.09220085349665,0.0,0.0,0.0,0.0
2012-07-22,-10.942675099008202,0.0,10.214777747905604,-6.90136268203812,0.0,0.0,0.0,0.0
2012-07-23,20.157511382096242,0.0,24.783529305072328,19.79096390328785,0.0,0.0,0.0,0.0
2012-07-24,20.80290263285693,0.0,3.043380273728866,1.7418715846959723,0.0,0.0,0.0,0.0
2012-07-25,-5.276337675701698,0.0,-17.725839326269252,-0.7207429486544906,0.0,0.0,0.0,0.0
2012-07-26,33.13580890920859,0.0,7.187440240727619,4.64251122343823,0.0,0.0,0.0,0.0
2012-07-27,22.376031100008536,0.0,19.254476649637645,1.0079347349292624,0.0,0.0,0.0,0.0
2012-07-28,-29.040414474172795,0.0,-6.9844836559898305,1.4595426911291214,0.0,0.0,0.0,0.0
2012-07-29,6.225333402577021,0.0,9.050996843388354,4.465551029332,0.0,0.0,0.0,0.0
2012-07-30,31.80421031570083,0.0,10.140254154372613,22.389851604725923,0.0,0.0,0.0,0.0
2012-07-31,12.808217823732779,0.0,8.831162810816707,6.293198247862869,0.0,0.0,0.0,0.0
2012-08-01,-9.642784659606036,0.0,-8.293568630492189,-10.86141706124964,0.0,0.0,0.0,0.0
2012-08-02,-13.418251795244645,0.0,-37.353677376103086,-4.537942498683327,0.0,0.0,0.0,0.0
2012-08-03,-4.8716099829289385,0.0,-6.246041424974034,-17.751329864409463,0.0,0.0,0.0,0.0
2012-08-04,-21.07329187956079,0.0,-1.916086673772397,-24.72301940982534,0.0,0.0,0.0,0.0
2012-08-05,2.1290482315800543,0.0,0.5971971690988553,7.257246545261177,0.0,0.0,0.0,0.0
2012-08-06,24.600210904359074,0.0,23.35573275044106,16.84108723451222,0.0,0.0,0.0,0.0
2012-08-07,8.205709226991823,0.0,4.365815956149822,5.034404315898334,0.0,0.0,0.0,0.0
2012-08-08,-10.604331699318571,0.0,9.368543787175438,10.818183249546333,0.0,0.0,0.0,0.0
2012-08-09,2.7767074325634407,0.0,2.7216385514440375,11.877458877119178,0.0,0.0,0.0,0.0
2012-08-10,20.226915072818503,0.0,-1.0681903820262337,-8.991651665136729,0.0,0.0,0.0,0.0
2012-08-11,-20.607268288696613,0.0,-39.38135398287568,-12.804020266605805,0.0,0.0,0.0,0.0
2012-08-12,-3.0637534857427062,0.0,8.47312469871662,-7.391103978214359,0.0,0.0,0.0,0.0
2012-08-13,25.56481117197586,0.0,26.894492511116926,1.6849358256142493,0.0,0.0,0.0,0.0
2012-08-14,-14.54777428258455,0.0,-12.390961922236395,13.140419540340021,0.0,0.0,0.0,0.0
2012-08-15,-31.846370295600966,0.0,15.193714246591618,-8.612490836219502,0.0,0.0,0.0,0.0
2012-08-16,1.9091951352567174,0.0,-9.421505009439729,-8.567107990611584,0.0,0.0,0.0,0.0
2012-08-17,-0.9124465901059385,0.0,-14.766440710753578,-6.578512441326129,0.0,0.0,0.0,0.0
2012-08-18,-11.146967454325114,0.0,0.20099899049045789,-6.627560619721086,0.0,0.0,0.0,0.0
2012-08-19,3.887615616989165,0.0,-19.836595994291585,3.169554638732532,0.0,0.0,0.0,0.0
2012-08-20,40.34521748237499,0.0,28.797032790637633,20.369397032656114,0.0,0.0,0.0,0.0
2012-08-21,8.175043630377388,0.0,10.715417572684172,0.8375681255239882,0.0,0.0,0.0,0.0
2012-08-22,-13.678667772880448,0.0,-17.692176482595855,-15.264649087957753,0.0,0.0,0.0,0.0
2012-08-23,-9.028405772998706,0.0,-3.1445714516983942,7.410357392861724,0.0,0.0,0.0,0.0
2012-08-24,-21.84963544701478,0.0,-3.2559307128461166,19.48392672234006,0.0,0.0,0.0,0.0
2012-08-25,2.7692186001067283,0.0,-23.28428103591466,14.540445023536405,0.0,0.0,0.0,0.0
2012-08-26,-19.455589588841175,0.0,-10.205851898029927,5.149011944093639,0.0,0.0,0.0,0.0
2012-08-27,8.353133714587965,0.0,34.91220610449879,17.433864447554384,0.0,0.0,0.0,0.0
2012-08-28,7.038075442037472,0.0,4.026924197595495,24.082632088310252,0.0,0.0,0.0,0.0
2012-08-29,12.572295124459405,0.0,-6.251265598772329,11.022127811534599,0.0,0.0,0.0,0.0
2012-08-30,4.81010710895138,0.0,-14.825431484522841,6.74562897260024,0.0,0.0,0.0,0.0
2012-08-31,-27.71252415629077,0.0,-2.713018945717608,-8.116556197843979,0.0,0.0,0.0,0.0
2012-09-01,-14.061379413889803,0.0,-4.224592510517357,-27.69199268774351,0.0,0.0,0.0,0.0
2012-09-02,15.770818073657907,0.0,-1.9136768650011362,-13.57896164651885,0.0,0.0,0.0,0.0
2012-09-03,35.8506212682782,0.0,32.197383347212025,1.2487997132152793,0.0,0.0,0.0,0.0
2012-09-04,19.759681763457756,0.0,41.256767277529036,-1.2634737780436471,0.0,0.0,0.0,0.0
2012-09-05,7.202410213035528,0.0,-10.345926163420476,2.964320244627598,0.0,0.0,0.0,0.0
2012-09-06,-17.891849809586844,0.0,0.903660805938616,-1.04447902898665,0.0,0.0,0.0,0.0
2012-09-07,-2.23921996910156,0.0,14.205988178281475,-17.65702464786345,0.0,0.0,0.0,0.0
2012-09-08,-17.757495411947097,0.0,-19.524604398180397,-1.2799704203373958,0.0,0.0,0.0,0.0
2012-09-09,8.607720317695959,0.0,-15.378797808599433,-9.90829632800789,0.0,0.0,0.0,0.0
2012-09-10,12.162197748408353,0.0,0.4294211852527159,-4.917615361500682,0.0,0.0,0.0,0.0
2012-09-11,-4.343327989370722,0.0,-14.582214216694533,-2.734931607412866,0.0,0.0,0.0,0.0
2012-09-12,-2.3927982581887455,0.0,6.1978712882048415,-1.792819849650785,0.0,0.0,0.0,0.0
2012-09-13,10.968537298985215,0.0,0.5711468469273377,2.7144898299167317,0.0,0.0,0.0,0.0
