,Start Date,Label,Original Port Type,Charging Time (hh:mm:ss),Energy (kWh),Total Duration (hh:mm:ss),Port Number,CenterLon,CenterLat,Level 1,Level 2
0,2011-07-29,0,['Level 2'],0.0,6.249457,0.0,2,-122.16,37.445,0,1
1,2011-07-30,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,24.069184999999997,0.0,8,-122.16,37.445,0,4
2,2011-07-31,0,"['Level 2', 'Level 2', 'Level 2']",0.0,37.209163,0.0,6,-122.16,37.445,0,3
3,2011-08-01,0,['Level 2'],0.0,5.041244,0.0,2,-122.16,37.445,0,1
4,2011-08-02,0,"['Level 2', 'Level 2']",0.0,12.694292,0.0,4,-122.16,37.445,0,2
5,2011-08-03,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,31.644829,0.0,10,-122.16,37.445,0,5
6,2011-08-04,0,"['Level 2', 'Level 2']",0.0,14.2257,0.0,4,-122.16,37.445,0,2
7,2011-08-05,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,31.489418,0.0,10,-122.16,37.445,0,5
8,2011-08-06,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,55.49688299999999,0.0,12,-122.16,37.445,0,6
9,2011-08-07,0,"['Level 2', 'Level 2']",0.0,13.397158999999998,0.0,4,-122.16,37.445,0,2
10,2011-08-08,0,"['Level 2', 'Level 2', 'Level 2']",0.0,12.144901,0.0,6,-122.16,37.445,0,3
11,2011-08-09,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,17.349076,0.0,10,-122.16,37.445,0,5
12,2011-08-10,0,"['Level 2', 'Level 2']",0.0,11.151858,0.0,4,-122.16,37.445,0,2
13,2011-08-11,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,17.816883999999998,0.0,8,-122.16,37.445,0,4
14,2011-08-12,0,"['Level 2', 'Level 2', 'Level 2']",0.0,13.36458,0.0,6,-122.16,37.445,0,3
15,2011-08-13,0,"['Level 2', 'Level 2', 'Level 2']",0.0,17.757586,0.0,6,-122.16,37.445,0,3
16,2011-08-14,0,"['Level 2', 'Level 2', 'Level 2']",0.0,22.584837,0.0,6,-122.16,37.445,0,3
17,2011-08-15,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,19.259990000000002,0.0,8,-122.16,37.445,0,4
18,2011-08-16,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 1']",0.0,27.104459,0.0,11,-122.16,37.445,1,5
19,2011-08-17,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,24.843651,0.0,8,-122.16,37.445,0,4
20,2011-08-18,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,21.742719,0.0,8,-122.16,37.445,0,4
21,2011-08-19,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,31.553526999999995,0.0,12,-122.16,37.445,0,6
22,2011-08-20,0,['Level 2'],0.0,4.217659,0.0,2,-122.16,37.445,0,1
23,2011-08-21,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,38.561442,0.0,10,-122.16,37.445,0,5
24,2011-08-22,0,"['Level 2', 'Level 1', 'Level 2']",0.0,9.631848,0.0,5,-122.16,37.445,1,2
25,2011-08-23,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,43.649644,0.0,10,-122.16,37.445,0,5
26,2011-08-24,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,47.555459000000006,0.0,12,-122.16,37.445,0,6
27,2011-08-25,0,"['Level 2', 'Level 2', 'Level 2']",0.0,14.774353,0.0,6,-122.16,37.445,0,3
28,2011-08-26,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,17.175258,0.0,8,-122.16,37.445,0,4
29,2011-08-27,0,"['Level 2', 'Level 2']",0.0,15.070027,0.0,4,-122.16,37.445,0,2
30,2011-08-28,0,"['Level 2', 'Level 2', 'Level 2']",0.0,22.444124000000002,0.0,6,-122.16,37.445,0,3
31,2011-08-29,0,"['Level 2', 'Level 2', 'Level 2']",0.0,12.873074000000003,0.0,6,-122.16,37.445,0,3
32,2011-08-30,0,"['Level 2', 'Level 2', 'Level 2']",0.0,24.035279,0.0,6,-122.16,37.445,0,3
33,2011-08-31,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,35.658398,0.0,14,-122.16,37.445,0,7
34,2011-09-01,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,20.482843,0.0,8,-122.16,37.445,0,4
35,2011-09-02,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,43.729961,0.0,10,-122.16,37.445,0,5
36,2011-09-03,0,"['Level 2', 'Level 2', 'Level 2']",0.0,27.231383,0.0,6,-122.16,37.445,0,3
37,2011-09-04,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,43.499947000000006,0.0,8,-122.16,37.445,0,4
38,2011-09-04,1,['Level 2'],0.0,10.786432,0.0,2,-122.163,37.444,0,1
39,2011-09-05,0,"['Level 2', 'Level 2', 'Level 2']",0.0,8.618458,0.0,6,-122.16,37.445,0,3
40,2011-09-06,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,15.317937,0.0,8,-122.16,37.445,0,4
41,2011-09-07,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,22.274124,0.0,8,-122.16,37.445,0,4
42,2011-09-07,1,['Level 2'],0.0,4.253296,0.0,2,-122.163,37.444,0,1
43,2011-09-08,0,['Level 2'],0.0,6.710543,0.0,2,-122.16,37.445,0,1
44,2011-09-08,1,"['Level 2', 'Level 2', 'Level 2']",0.0,19.751828,0.0,6,-122.163,37.444,0,3
45,2011-09-09,1,"['Level 2', 'Level 2']",0.0,5.849463,0.0,4,-122.163,37.444,0,2
46,2011-09-10,0,['Level 2'],0.0,4.880477,0.0,2,-122.16,37.445,0,1
47,2011-09-10,1,"['Level 2', 'Level 2', 'Level 2']",0.0,26.134718999999997,0.0,6,-122.163,37.444,0,3
48,2011-09-11,0,['Level 2'],0.0,2.450984,0.0,2,-122.16,37.445,0,1
49,2011-09-11,1,"['Level 2', 'Level 2']",0.0,2.936031,0.0,4,-122.163,37.444,0,2
50,2011-09-12,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,44.4707,0.0,14,-122.16,37.445,0,7
51,2011-09-13,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,44.556933,0.0,8,-122.16,37.445,0,4
52,2011-09-14,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,29.452435,0.0,10,-122.16,37.445,0,5
53,2011-09-14,1,"['Level 2', 'Level 2']",0.0,17.298585,0.0,4,-122.163,37.444,0,2
54,2011-09-15,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,29.425644,0.0,8,-122.16,37.445,0,4
55,2011-09-15,1,['Level 2'],0.0,6.171631,0.0,2,-122.163,37.444,0,1
56,2011-09-16,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,75.799888,0.0,18,-122.16,37.445,0,9
57,2011-09-17,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,34.044077,0.0,10,-122.16,37.445,0,5
58,2011-09-18,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,50.542905000000005,0.0,10,-122.16,37.445,0,5
59,2011-09-19,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,49.284727,0.0,10,-122.16,37.445,0,5
60,2011-09-20,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,41.572072999999996,0.0,10,-122.16,37.445,0,5
61,2011-09-20,1,"['Level 2', 'Level 1', 'Level 2']",0.0,6.944124,0.0,5,-122.163,37.444,1,2
62,2011-09-21,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,46.868369,0.0,10,-122.16,37.445,0,5
63,2011-09-22,0,"['Level 2', 'Level 2']",0.0,14.87194,0.0,4,-122.16,37.445,0,2
64,2011-09-22,1,"['Level 2', 'Level 2']",0.0,6.319664,0.0,4,-122.163,37.444,0,2
65,2011-09-23,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,38.910586,0.0,10,-122.16,37.445,0,5
66,2011-09-23,1,"['Level 2', 'Level 2']",0.0,13.158178,0.0,4,-122.163,37.444,0,2
67,2011-09-24,0,"['Level 2', 'Level 2']",0.0,17.144415000000002,0.0,4,-122.16,37.445,0,2
68,2011-09-24,1,['Level 2'],0.0,10.831704,0.0,2,-122.163,37.444,0,1
69,2011-09-25,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,23.300032,0.0,8,-122.16,37.445,0,4
70,2011-09-25,1,['Level 2'],0.0,8.832977,0.0,2,-122.163,37.444,0,1
71,2011-09-26,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,39.521532,0.0,14,-122.16,37.445,0,7
72,2011-09-26,1,['Level 2'],0.0,2.54925,0.0,2,-122.163,37.444,0,1
73,2011-09-27,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,42.889887,0.0,10,-122.16,37.445,0,5
74,2011-09-27,1,['Level 2'],0.0,4.939302,0.0,2,-122.163,37.444,0,1
75,2011-09-28,0,"['Level 2', 'Level 2', 'Level 2']",0.0,20.888924,0.0,6,-122.16,37.445,0,3
76,2011-09-28,1,['Level 2'],0.0,0.614354,0.0,2,-122.163,37.444,0,1
77,2011-09-29,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,56.767854,0.0,12,-122.16,37.445,0,6
78,2011-09-29,1,['Level 2'],0.0,2.076385,0.0,2,-122.163,37.444,0,1
79,2011-09-30,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,64.402242,0.0,14,-122.16,37.445,0,7
80,2011-09-30,1,['Level 2'],0.0,8.821672,0.0,2,-122.163,37.444,0,1
81,2011-10-01,0,"['Level 1', 'Level 2', 'Level 2']",0.0,12.385250000000001,0.0,5,-122.16,37.445,1,2
82,2011-10-02,0,"['Level 2', 'Level 2']",0.0,15.823211,0.0,4,-122.16,37.445,0,2
83,2011-10-02,1,['Level 2'],0.0,2.397252,0.0,2,-122.163,37.444,0,1
84,2011-10-03,0,"['Level 2', 'Level 2', 'Level 2', 'Level 1', 'Level 1', 'Level 2']",0.0,18.757680999999998,0.0,10,-122.16,37.445,2,4
85,2011-10-04,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,48.017511999999996,0.0,14,-122.16,37.445,0,7
86,2011-10-04,1,['Level 2'],0.0,11.581711,0.0,2,-122.163,37.444,0,1
87,2011-10-05,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,31.729234999999996,0.0,8,-122.16,37.445,0,4
88,2011-10-05,1,"['Level 2', 'Level 2']",0.0,3.8725889999999996,0.0,4,-122.163,37.444,0,2
89,2011-10-06,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,63.196341000000004,0.0,16,-122.16,37.445,0,8
90,2011-10-06,1,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,29.911122999999996,0.0,8,-122.163,37.444,0,4
91,2011-10-07,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,42.184805,0.0,10,-122.16,37.445,0,5
92,2011-10-07,1,['Level 2'],0.0,8.964861,0.0,2,-122.163,37.444,0,1
93,2011-10-08,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,32.243818000000005,0.0,10,-122.16,37.445,0,5
94,2011-10-08,1,['Level 2'],0.0,2.275877,0.0,2,-122.163,37.444,0,1
95,2011-10-09,0,"['Level 2', 'Level 2', 'Level 2']",0.0,19.11414,0.0,6,-122.16,37.445,0,3
96,2011-10-10,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,32.029609,0.0,10,-122.16,37.445,0,5
97,2011-10-10,2,"['Level 2', 'Level 2']",0.0,16.764479,0.0,4,-122.162,37.446,0,2
98,2011-10-11,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,34.563077,0.0,10,-122.16,37.445,0,5
99,2011-10-11,1,"['Level 2', 'Level 2', 'Level 2']",0.0,18.297453,0.0,6,-122.163,37.444,0,3
100,2011-10-11,2,['Level 2'],0.0,13.397377,0.0,2,-122.162,37.446,0,1
101,2011-10-12,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,30.412707,0.0,8,-122.16,37.445,0,4
102,2011-10-12,1,['Level 2'],0.0,14.854501,0.0,2,-122.163,37.444,0,1
103,2011-10-12,2,"['Level 2', 'Level 2']",0.0,16.016336000000003,0.0,4,-122.162,37.446,0,2
104,2011-10-13,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,31.158729,0.0,10,-122.16,37.445,0,5
105,2011-10-13,2,"['Level 2', 'Level 2', 'Level 2']",0.0,26.342278999999998,0.0,6,-122.162,37.446,0,3
106,2011-10-14,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,28.73621,0.0,10,-122.16,37.445,0,5
107,2011-10-14,1,['Level 2'],0.0,4.441539,0.0,2,-122.163,37.444,0,1
108,2011-10-14,2,"['Level 2', 'Level 2']",0.0,11.908109,0.0,4,-122.162,37.446,0,2
109,2011-10-15,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,18.096425999999997,0.0,8,-122.16,37.445,0,4
110,2011-10-15,1,['Level 2'],0.0,3.559538,0.0,2,-122.163,37.444,0,1
111,2011-10-15,2,"['Level 2', 'Level 2']",0.0,9.564022,0.0,4,-122.162,37.446,0,2
112,2011-10-16,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,34.648392,0.0,8,-122.16,37.445,0,4
113,2011-10-17,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,56.33161400000001,0.0,14,-122.16,37.445,0,7
114,2011-10-17,2,"['Level 2', 'Level 2']",0.0,9.138716,0.0,4,-122.162,37.446,0,2
115,2011-10-18,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,33.780215000000005,0.0,20,-122.16,37.445,0,10
116,2011-10-18,1,"['Level 2', 'Level 2', 'Level 2']",0.0,20.581628,0.0,6,-122.163,37.444,0,3
117,2011-10-18,2,"['Level 2', 'Level 2']",0.0,18.946306,0.0,4,-122.162,37.446,0,2
118,2011-10-19,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,40.391503,0.0,12,-122.16,37.445,0,6
119,2011-10-19,1,"['Level 2', 'Level 2', 'Level 2']",0.0,13.939979999999998,0.0,6,-122.163,37.444,0,3
120,2011-10-19,2,"['Level 2', 'Level 2', 'Level 2']",0.0,25.478983000000003,0.0,6,-122.162,37.446,0,3
121,2011-10-20,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,45.058976,0.0,14,-122.16,37.445,0,7
122,2011-10-20,1,"['Level 2', 'Level 2']",0.0,10.20529,0.0,4,-122.163,37.444,0,2
123,2011-10-20,2,"['Level 2', 'Level 2']",0.0,9.863610999999999,0.0,4,-122.162,37.446,0,2
124,2011-10-21,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,41.164083000000005,0.0,12,-122.16,37.445,0,6
125,2011-10-21,1,"['Level 2', 'Level 2']",0.0,17.068481,0.0,4,-122.163,37.444,0,2
126,2011-10-21,2,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,45.038515,0.0,10,-122.162,37.446,0,5
127,2011-10-22,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,35.242692,0.0,14,-122.16,37.445,0,7
128,2011-10-22,1,['Level 2'],0.0,1.278987,0.0,2,-122.163,37.444,0,1
129,2011-10-22,2,"['Level 2', 'Level 2']",0.0,14.674921000000001,0.0,4,-122.162,37.446,0,2
130,2011-10-23,0,"['Level 2', 'Level 2', 'Level 2']",0.0,32.899809000000005,0.0,6,-122.16,37.445,0,3
131,2011-10-23,2,"['Level 2', 'Level 2', 'Level 2']",0.0,9.012415,0.0,6,-122.162,37.446,0,3
132,2011-10-24,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,43.802643,0.0,10,-122.16,37.445,0,5
133,2011-10-24,1,['Level 2'],0.0,10.865645,0.0,2,-122.163,37.444,0,1
134,2011-10-24,2,['Level 2'],0.0,10.639516,0.0,2,-122.162,37.446,0,1
135,2011-10-25,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,52.049766000000005,0.0,18,-122.16,37.445,0,9
136,2011-10-25,2,"['Level 2', 'Level 2', 'Level 2']",0.0,26.335978,0.0,6,-122.162,37.446,0,3
137,2011-10-26,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,59.190526999999996,0.0,14,-122.16,37.445,0,7
138,2011-10-26,1,['Level 2'],0.0,1.474404,0.0,2,-122.163,37.444,0,1
139,2011-10-26,2,"['Level 2', 'Level 2']",0.0,9.505879,0.0,4,-122.162,37.446,0,2
140,2011-10-27,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,55.142358,0.0,16,-122.16,37.445,0,8
141,2011-10-27,2,['Level 2'],0.0,17.094515,0.0,2,-122.162,37.446,0,1
142,2011-10-28,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,66.98543000000001,0.0,18,-122.16,37.445,0,9
143,2011-10-28,1,"['Level 2', 'Level 2']",0.0,13.648854,0.0,4,-122.163,37.444,0,2
144,2011-10-28,2,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,36.424004,0.0,10,-122.162,37.446,0,5
145,2011-10-29,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,25.015302000000002,0.0,8,-122.16,37.445,0,4
146,2011-10-29,1,['Level 2'],0.0,9.565186,0.0,2,-122.163,37.444,0,1
147,2011-10-29,2,['Level 2'],0.0,9.22011,0.0,2,-122.162,37.446,0,1
148,2011-10-30,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,39.669812,0.0,8,-122.16,37.445,0,4
149,2011-10-30,2,['Level 2'],0.0,11.233711,0.0,2,-122.162,37.446,0,1
150,2011-10-31,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,36.940958,0.0,8,-122.16,37.445,0,4
151,2011-10-31,1,['Level 2'],0.0,2.81227,0.0,2,-122.163,37.444,0,1
152,2011-10-31,2,"['Level 2', 'Level 2']",0.0,16.376314999999998,0.0,4,-122.162,37.446,0,2
153,2011-11-01,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,38.554069999999996,0.0,10,-122.16,37.445,0,5
154,2011-11-01,2,"['Level 2', 'Level 2', 'Level 2']",0.0,21.953457999999998,0.0,6,-122.162,37.446,0,3
155,2011-11-02,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,30.944866,0.0,8,-122.16,37.445,0,4
156,2011-11-02,2,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,29.116753000000003,0.0,8,-122.162,37.446,0,4
157,2011-11-03,0,"['Level 2', 'Level 2', 'Level 1', 'Level 2']",0.0,40.755979999999994,0.0,7,-122.16,37.445,1,3
158,2011-11-03,1,['Level 2'],0.0,11.484503,0.0,2,-122.163,37.444,0,1
159,2011-11-03,2,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,19.09285,0.0,8,-122.162,37.446,0,4
160,2011-11-04,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,39.414684,0.0,10,-122.16,37.445,0,5
161,2011-11-04,2,"['Level 2', 'Level 2', 'Level 2', 'Level 1', 'Level 2', 'Level 2']",0.0,43.315017,0.0,11,-122.162,37.446,1,5
162,2011-11-05,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,31.774735999999997,0.0,8,-122.16,37.445,0,4
163,2011-11-05,1,['Level 2'],0.0,7.806266,0.0,2,-122.163,37.444,0,1
164,2011-11-05,2,"['Level 2', 'Level 2']",0.0,11.712237,0.0,4,-122.162,37.446,0,2
165,2011-11-06,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,35.207342,0.0,12,-122.16,37.445,0,6
166,2011-11-06,1,['Level 2'],0.0,5.183264,0.0,2,-122.163,37.444,0,1
167,2011-11-06,2,"['Level 2', 'Level 2', 'Level 2', 'Level 1']",0.0,25.661938,0.0,7,-122.162,37.446,1,3
168,2011-11-07,0,"['Level 2', 'Level 2', 'Level 2', 'Level 1', 'Level 2']",0.0,24.000467999999998,0.0,9,-122.16,37.445,1,4
169,2011-11-07,2,['Level 2'],0.0,2.722236,0.0,2,-122.162,37.446,0,1
170,2011-11-08,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,43.328451,0.0,12,-122.16,37.445,0,6
171,2011-11-08,1,"['Level 2', 'Level 2']",0.0,10.687434,0.0,4,-122.163,37.444,0,2
172,2011-11-08,2,['Level 2'],0.0,1.982183,0.0,2,-122.162,37.446,0,1
173,2011-11-09,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,41.295578,0.0,12,-122.16,37.445,0,6
174,2011-11-09,1,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,18.878253,0.0,8,-122.163,37.444,0,4
175,2011-11-09,2,"['Level 2', 'Level 2', 'Level 2']",0.0,19.304875,0.0,6,-122.162,37.446,0,3
176,2011-11-10,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,19.056241,0.0,8,-122.16,37.445,0,4
177,2011-11-10,1,"['Level 2', 'Level 2']",0.0,13.075831,0.0,4,-122.163,37.444,0,2
178,2011-11-10,2,"['Level 2', 'Level 2', 'Level 2']",0.0,28.930092,0.0,6,-122.162,37.446,0,3
179,2011-11-11,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,58.729885,0.0,14,-122.16,37.445,0,7
180,2011-11-11,2,"['Level 2', 'Level 2']",0.0,6.542749,0.0,4,-122.162,37.446,0,2
181,2011-11-12,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,54.054452,0.0,14,-122.16,37.445,0,7
182,2011-11-12,1,"['Level 2', 'Level 2']",0.0,16.184903000000002,0.0,4,-122.163,37.444,0,2
183,2011-11-12,2,['Level 2'],0.0,7.075383,0.0,2,-122.162,37.446,0,1
184,2011-11-13,0,"['Level 2', 'Level 2']",0.0,9.940446,0.0,4,-122.16,37.445,0,2
185,2011-11-13,2,"['Level 2', 'Level 2']",0.0,20.141319,0.0,4,-122.162,37.446,0,2
186,2011-11-14,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,30.920150000000003,0.0,10,-122.16,37.445,0,5
187,2011-11-14,2,"['Level 1', 'Level 2', 'Level 2']",0.0,7.719924000000001,0.0,5,-122.162,37.446,1,2
188,2011-11-15,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,38.856512,0.0,8,-122.16,37.445,0,4
189,2011-11-15,2,['Level 2'],0.0,8.546498,0.0,2,-122.162,37.446,0,1
190,2011-11-16,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,27.745727000000002,0.0,8,-122.16,37.445,0,4
191,2011-11-16,1,['Level 2'],0.0,8.720899,0.0,2,-122.163,37.444,0,1
192,2011-11-16,2,"['Level 2', 'Level 2']",0.0,15.093313,0.0,4,-122.162,37.446,0,2
193,2011-11-17,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,31.479656,0.0,10,-122.16,37.445,0,5
194,2011-11-17,1,['Level 2'],0.0,11.456033,0.0,2,-122.163,37.444,0,1
195,2011-11-17,2,['Level 2'],0.0,17.110847,0.0,2,-122.162,37.446,0,1
196,2011-11-18,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,66.444086,0.0,18,-122.16,37.445,0,9
197,2011-11-18,1,['Level 2'],0.0,14.403217,0.0,2,-122.163,37.444,0,1
198,2011-11-18,2,"['Level 2', 'Level 2', 'Level 2']",0.0,19.515061,0.0,6,-122.162,37.446,0,3
199,2011-11-19,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,43.802358000000005,0.0,12,-122.16,37.445,0,6
200,2011-11-19,1,['Level 2'],0.0,11.71033,0.0,2,-122.163,37.444,0,1
201,2011-11-20,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,33.673094,0.0,10,-122.16,37.445,0,5
202,2011-11-20,1,['Level 2'],0.0,12.313766,0.0,2,-122.163,37.444,0,1
203,2011-11-20,2,"['Level 2', 'Level 2']",0.0,19.935554,0.0,4,-122.162,37.446,0,2
204,2011-11-21,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,42.733185,0.0,8,-122.16,37.445,0,4
205,2011-11-21,1,['Level 2'],0.0,4.477306,0.0,2,-122.163,37.444,0,1
206,2011-11-21,2,"['Level 2', 'Level 2', 'Level 2']",0.0,38.105964,0.0,6,-122.162,37.446,0,3
207,2011-11-22,0,"['Level 2', 'Level 2', 'Level 2']",0.0,30.805655,0.0,6,-122.16,37.445,0,3
208,2011-11-22,2,['Level 2'],0.0,3.456071,0.0,2,-122.162,37.446,0,1
209,2011-11-23,0,"['Level 2', 'Level 2', 'Level 2']",0.0,27.366034999999997,0.0,6,-122.16,37.445,0,3
210,2011-11-23,1,"['Level 2', 'Level 2']",0.0,5.510502,0.0,4,-122.163,37.444,0,2
211,2011-11-23,2,"['Level 2', 'Level 2', 'Level 2']",0.0,9.277702999999999,0.0,6,-122.162,37.446,0,3
212,2011-11-24,0,"['Level 2', 'Level 2']",0.0,10.816218000000001,0.0,4,-122.16,37.445,0,2
213,2011-11-25,0,"['Level 2', 'Level 2', 'Level 2']",0.0,34.781028,0.0,6,-122.16,37.445,0,3
214,2011-11-25,1,['Level 2'],0.0,6.226124,0.0,2,-122.163,37.444,0,1
215,2011-11-25,2,['Level 2'],0.0,1.778934,0.0,2,-122.162,37.446,0,1
216,2011-11-26,0,"['Level 2', 'Level 2', 'Level 2', 'Level 2']",0.0,14.405158,0.0,8,-122.16,37.445,0,4
