,0,1,2,3,4,5,6,7
2176,64.9,46.9,0.00,-,-,06,2017,
2177,75.0,45.0,0.00,-,-,06,2017,
2178,82.0,51.1,0.00,-,-,06,2017,
2179,87.1,51.1,0.00,-,-,06,2017,
2180,86.0,53.1,0.00,-,-,06,2017,
2181,87.1,52.0,0.00,-,-,06,2017,
2182,77.0,54.0,0.00,-,-,06,2017,
2183,75.9,54.0,0.00,-,-,06,2017,
2184,71.1,50.0,0.00,-,-,06,2017,
2185,73.0,52.0,0.00,-,-,06,2017,
2186,66.0,50.0,0.00,-,-,06,2017,
2187,71.1,54.0,0.00,-,-,06,2017,
2188,70.0,53.1,0.00,-,-,06,2017,
2189,70.0,50.0,0.00,-,-,06,2017,
2190,69.1,54.0,0.00,-,-,06,2017,
2191,07,2017,,,,,,
2192,78.1,48.0,0.00,-,-,07,2017,
2193,77.0,50.0,0.00,-,-,07,2017,
2194,79.0,51.1,0.00,-,-,07,2017,
2195,73.9,52.0,0.00,-,-,07,2017,
2196,79.0,46.9,0.00,-,-,07,2017,
2197,79.0,50.0,0.00,-,-,07,2017,
2198,79.0,50.0,0.00,-,-,07,2017,
2199,73.0,57.9,0.00,-,-,07,2017,
2200,70.0,59.0,0.01,-,-,07,2017,
2201,71.1,50.0,0.00,-,-,07,2017,
2202,75.9,52.0,0.00,-,-,07,2017,
2203,73.0,48.0,0.00,-,-,07,2017,
2204,73.9,48.0,0.00,-,-,07,2017,
2205,78.1,48.0,0.00,-,-,07,2017,
2206,82.0,51.1,0.00,-,-,07,2017,
2207,81.0,52.0,0.00,-,-,07,2017,
2208,90.0,59.0,0.00,-,-,07,2017,
2209,89.1,64.0,0.00,-,-,07,2017,
2210,100.9,63.0,0.00,-,-,07,2017,
2211,87.1,59.0,0.00,-,-,07,2017,
2212,75.0,53.1,0.00,-,-,07,2017,
2213,84.9,55.9,0.00,-,-,07,2017,
2214,90.0,60.1,0.00,-,-,07,2017,
2215,80.1,60.1,0.00,-,-,07,2017,
2216,70.0,59.0,0.00,-,-,07,2017,
2217,75.0,55.9,0.00,-,-,07,2017,
2218,77.0,55.9,0.00,-,-,07,2017,
2219,75.9,32.0,0.00,-,-,07,2017,
2220,73.9,54.0,0.00,-,-,07,2017,
2221,73.0,50.0,0.00,-,-,07,2017,
2222,08,2017,,,,,,
2223,75.0,52.0,0.00,-,-,08,2017,
2224,75.9,52.0,0.00,-,-,08,2017,
2225,77.0,57.0,0.00,-,-,08,2017,
2226,75.9,57.9,0.00,-,-,08,2017,
2227,75.0,57.0,0.00,-,-,08,2017,
2228,73.0,55.0,0.00,-,-,08,2017,
2229,80.1,57.0,0.00,-,-,08,2017,
2230,93.0,57.0,0.00,-,-,08,2017,
2231,95.0,57.9,0.00,-,-,08,2017,
2232,80.1,50.0,0.00,-,-,08,2017,
2233,80.1,52.0,0.00,-,-,08,2017,
2234,81.0,55.0,0.00,-,-,08,2017,
2235,80.1,55.9,0.00,-,-,08,2017,
2236,79.0,55.0,0.00,-,-,08,2017,
2237,82.0,55.0,0.00,-,-,08,2017,
2238,89.1,55.0,0.00,-,-,08,2017,
2239,96.1,57.9,0.00,-,-,08,2017,
2240,96.1,53.1,0.00,-,-,08,2017,
2241,75.0,55.0,0.00,-,-,08,2017,
2242,80.1,48.9,0.00,-,-,08,2017,
2243,73.9,48.9,0.00,-,-,08,2017,
2244,80.1,46.0,0.00,-,-,08,2017,
2245,87.1,53.1,0.00,-,-,08,2017,
2246,82.9,46.9,0.00,-,-,08,2017,
2247,81.0,57.9,0.00,-,-,08,2017,
2248,78.1,57.9,0.00,-,-,08,2017,
2249,73.0,54.0,0.00,-,-,08,2017,
2250,82.9,55.9,0.00,-,-,08,2017,
2251,75.9,54.0,0.00,-,-,08,2017,
2252,75.9,55.9,0.00,-,-,08,2017,
2253,77.0,57.9,0.00,-,-,08,2017,
2254,09,2017,,,,,,
2255,77.0,55.0,0.00,-,-,09,2017,
2256,84.0,57.9,0.00,-,-,09,2017,
2257,86.0,57.9,0.00,-,-,09,2017,
2258,82.0,59.0,0.00,-,-,09,2017,
2259,84.0,61.0,0.00,-,-,09,2017,
2260,75.9,62.1,0.00,-,-,09,2017,
2261,75.9,57.0,0.00,-,-,09,2017,
2262,75.0,57.0,0.00,-,-,09,2017,
2263,73.9,60.1,0.00,-,-,09,2017,
2264,75.0,60.1,0.00,-,-,09,2017,
2265,73.9,53.1,0.00,-,-,09,2017,
2266,77.0,57.0,0.00,-,-,09,2017,
2267,75.0,54.0,0.00,-,-,09,2017,
2268,80.1,54.0,0.00,-,-,09,2017,
2269,73.9,30.0,0.00,-,-,09,2017,
2270,75.9,52.0,0.00,-,-,09,2017,
2271,77.0,48.0,0.00,-,-,09,2017,
2272,75.9,57.0,0.00,-,-,09,2017,
2273,77.0,59.0,0.00,-,-,09,2017,
2274,77.0,55.9,0.00,-,-,09,2017,
2275,77.0,55.9,0.00,-,-,09,2017,
2276,78.1,60.1,0.00,-,-,09,2017,
2277,79.0,57.9,0.00,-,-,09,2017,
2278,75.0,57.9,0.00,-,-,09,2017,
2279,78.1,54.0,0.00,-,-,09,2017,
2280,79.0,54.0,0.00,-,-,09,2017,
2281,82.0,53.1,0.00,-,-,09,2017,
2282,82.0,54.0,0.00,-,-,09,2017,
2283,84.9,54.0,0.00,-,-,09,2017,
2284,73.0,53.1,0.00,-,-,09,2017,
2285,73.9,53.1,0.00,-,-,09,2017,
2286,10,2017,,,,,,
2287,90.0,53.1,0.00,-,-,10,2017,
2288,105.1,62.1,0.00,-,-,10,2017,
2289,104.0,66.0,0.00,-,-,10,2017,
2290,91.9,64.0,0.00,-,-,10,2017,
2291,88.0,60.1,0.00,-,-,10,2017,
2292,80.1,59.0,0.00,-,-,10,2017,
2293,78.1,66.0,0.00,-,-,10,2017,
2294,75.0,57.0,0.00,-,-,10,2017,
2295,77.0,57.9,0.00,-,-,10,2017,
2296,79.0,57.0,0.00,-,-,10,2017,
2297,93.0,57.9,0.00,-,-,10,2017,
2298,91.9,57.9,0.13,-,-,10,2017,
2299,93.0,57.9,0.00,-,-,10,2017,
2300,78.1,60.1,0.00,-,-,10,2017,
2301,79.0,51.1,0.00,-,-,10,2017,
2302,78.1,51.1,0.00,-,-,10,2017,
2303,78.1,51.1,0.00,-,-,10,2017,
2304,78.1,52.0,0.00,-,-,10,2017,
2305,80.1,51.1,0.00,-,-,10,2017,
2306,75.9,54.0,0.00,-,-,10,2017,
2307,75.0,54.0,0.00,-,-,10,2017,
2308,79.0,46.0,0.00,-,-,10,2017,
2309,82.0,48.9,0.00,-,-,10,2017,
2310,84.9,51.1,0.00,-,-,10,2017,
2311,89.1,53.1,0.00,-,-,10,2017,
2312,88.0,52.0,0.00,-,-,10,2017,
2313,11,2017,,,,,,
2314,79.0,51.1,0.00,-,-,11,2017,
2315,79.0,48.9,0.00,-,-,11,2017,
2316,80.1,45.0,0.00,-,-,11,2017,
2317,81.0,44.1,0.00,-,-,11,2017,
2318,84.0,-,0.00,-,-,11,2017,
2319,84.9,-,0.00,-,-,11,2017,
2320,81.0,-,0.00,-,-,11,2017,
2321,77.0,-,0.00,-,-,11,2017,
2322,75.9,-,0.00,-,-,11,2017,
2323,75.9,-,0.00,-,-,11,2017,
2324,75.0,42.1,0.00,-,-,11,2017,
2325,81.0,43.0,0.00,-,-,11,2017,
2326,82.9,43.0,0.00,-,-,11,2017,
2327,82.9,43.0,0.00,-,-,11,2017,
2328,66.9,48.0,0.00,-,-,11,2017,
2329,66.9,36.0,0.09,-,-,11,2017,
2330,63.0,43.0,0.00,-,-,11,2017,
2331,71.1,46.0,0.00,-,-,11,2017,
2332,82.0,45.0,0.00,-,-,11,2017,
2333,88.0,52.0,0.00,-,-,11,2017,
2334,84.0,51.1,0.00,-,-,11,2017,
2335,82.0,52.0,0.00,-,-,11,2017,
2336,80.1,48.9,0.00,-,-,11,2017,
2337,70.0,53.1,0.00,-,-,11,2017,
2338,63.0,50.0,0.00,-,-,11,2017,
2339,66.0,50.0,0.00,-,-,11,2017,
2340,12,2017,,,,,,
2341,66.9,45.0,0.00,-,-,12,2017,
2342,66.0,44.1,0.00,-,-,12,2017,
2343,66.9,41.0,0.08,-,-,12,2017,
2344,57.0,41.0,0.00,-,-,12,2017,
2345,61.0,39.0,0.00,-,-,12,2017,
2346,63.0,39.0,0.09,-,-,12,2017,
2347,66.9,50.0,0.01,-,-,12,2017,
2348,64.9,46.0,0.07,-,-,12,2017,
2349,64.9,44.1,0.00,-,-,12,2017,
2350,63.0,44.1,0.00,-,-,12,2017,
2351,66.0,45.0,0.00,-,-,12,2017,
2352,53.1,45.0,0.00,-,-,12,2017,
2353,66.0,46.0,0.98,-,-,12,2017,
2354,57.0,46.9,0.82,-,-,12,2017,
2355,57.9,37.9,0.02,-,-,12,2017,
2356,59.0,37.9,0.00,-,-,12,2017,
2357,59.0,37.9,0.00,-,-,12,2017,
2358,68.0,48.0,0.00,-,-,12,2017,
2359,68.0,48.9,0.00,-,-,12,2017,
2360,69.1,48.9,0.00,-,-,12,2017,
2361,68.0,48.0,0.00,-,-,12,2017,
2362,69.1,48.9,0.00,-,-,12,2017,
2363,61.0,39.0,0.00,-,-,12,2017,
2364,01,2018,,,,,,
2365,66.9,45.0,0.00,-,-,01,2018,
2366,66.0,44.1,0.00,-,-,01,2018,
2367,66.9,41.0,0.08,-,-,01,2018,
2368,57.0,41.0,0.00,-,-,01,2018,
2369,61.0,39.0,0.00,-,-,01,2018,
2370,63.0,39.0,0.09,-,-,01,2018,
2371,66.9,50.0,0.01,-,-,01,2018,
2372,64.9,46.0,0.07,-,-,01,2018,
2373,64.9,44.1,0.00,-,-,01,2018,
2374,63.0,44.1,0.00,-,-,01,2018,
2375,66.0,45.0,0.00,-,-,01,2018,
2376,53.1,45.0,0.00,-,-,01,2018,
2377,66.0,46.0,0.98,-,-,01,2018,
2378,57.0,46.9,0.82,-,-,01,2018,
2379,57.9,37.9,0.02,-,-,01,2018,
2380,59.0,37.9,0.00,-,-,01,2018,
2381,59.0,37.9,0.00,-,-,01,2018,
2382,68.0,48.0,0.00,-,-,01,2018,
2383,68.0,48.9,0.00,-,-,01,2018,
2384,69.1,48.9,0.00,-,-,01,2018,
2385,68.0,48.0,0.00,-,-,01,2018,
2386,69.1,48.9,0.00,-,-,01,2018,
2387,61.0,39.0,0.00,-,-,01,2018,
2388,02,2018,,,,,,
2389,66.9,45.0,0.00,-,-,02,2018,
2390,66.0,44.1,0.00,-,-,02,2018,
2391,66.9,41.0,0.08,-,-,02,2018,
2392,57.0,41.0,0.00,-,-,02,2018,
2393,61.0,39.0,0.00,-,-,02,2018,
2394,63.0,39.0,0.09,-,-,02,2018,
2395,66.9,50.0,0.01,-,-,02,2018,
2396,64.9,46.0,0.07,-,-,02,2018,
2397,64.9,44.1,0.00,-,-,02,2018,
2398,63.0,44.1,0.00,-,-,02,2018,
2399,66.0,45.0,0.00,-,-,02,2018,
2400,53.1,45.0,0.00,-,-,02,2018,
2401,66.0,46.0,0.98,-,-,02,2018,
2402,57.0,46.9,0.82,-,-,02,2018,
2403,57.9,37.9,0.02,-,-,02,2018,
2404,59.0,37.9,0.00,-,-,02,2018,
2405,59.0,37.9,0.00,-,-,02,2018,
2406,68.0,48.0,0.00,-,-,02,2018,
2407,68.0,48.9,0.00,-,-,02,2018,
2408,69.1,48.9,0.00,-,-,02,2018,
2409,68.0,48.0,0.00,-,-,02,2018,
2410,69.1,48.9,0.00,-,-,02,2018,
2411,61.0,39.0,0.00,-,-,02,2018,
2412,03,2018,,,,,,
2413,66.9,45.0,0.00,-,-,03,2018,
2414,66.0,44.1,0.00,-,-,03,2018,
2415,66.9,41.0,0.08,-,-,03,2018,
2416,57.0,41.0,0.00,-,-,03,2018,
2417,61.0,39.0,0.00,-,-,03,2018,
2418,63.0,39.0,0.09,-,-,03,2018,
2419,66.9,50.0,0.01,-,-,03,2018,
2420,64.9,46.0,0.07,-,-,03,2018,
2421,64.9,44.1,0.00,-,-,03,2018,
2422,63.0,44.1,0.00,-,-,03,2018,
2423,66.0,45.0,0.00,-,-,03,2018,
2424,53.1,45.0,0.00,-,-,03,2018,
2425,66.0,46.0,0.98,-,-,03,2018,
2426,57.0,46.9,0.82,-,-,03,2018,
2427,57.9,37.9,0.02,-,-,03,2018,
2428,59.0,37.9,0.00,-,-,03,2018,
2429,59.0,37.9,0.00,-,-,03,2018,
2430,68.0,48.0,0.00,-,-,03,2018,
2431,68.0,48.9,0.00,-,-,03,2018,
2432,69.1,48.9,0.00,-,-,03,2018,
2433,68.0,48.0,0.00,-,-,03,2018,
2434,69.1,48.9,0.00,-,-,03,2018,
2435,61.0,39.0,0.00,-,-,03,2018,
2436,04,2018,,,,,,
2437,66.9,45.0,0.00,-,-,04,2018,
2438,66.0,44.1,0.00,-,-,04,2018,
2439,66.9,41.0,0.08,-,-,04,2018,
2440,57.0,41.0,0.00,-,-,04,2018,
2441,61.0,39.0,0.00,-,-,04,2018,
2442,63.0,39.0,0.09,-,-,04,2018,
2443,66.9,50.0,0.01,-,-,04,2018,
2444,64.9,46.0,0.07,-,-,04,2018,
2445,64.9,44.1,0.00,-,-,04,2018,
2446,63.0,44.1,0.00,-,-,04,2018,
2447,66.0,45.0,0.00,-,-,04,2018,
2448,53.1,45.0,0.00,-,-,04,2018,
2449,66.0,46.0,0.98,-,-,04,2018,
2450,57.0,46.9,0.82,-,-,04,2018,
2451,57.9,37.9,0.02,-,-,04,2018,
2452,59.0,37.9,0.00,-,-,04,2018,
2453,59.0,37.9,0.00,-,-,04,2018,
2454,68.0,48.0,0.00,-,-,04,2018,
2455,68.0,48.9,0.00,-,-,04,2018,
2456,69.1,48.9,0.00,-,-,04,2018,
2457,68.0,48.0,0.00,-,-,04,2018,
2458,69.1,48.9,0.00,-,-,04,2018,
2459,61.0,39.0,0.00,-,-,04,2018,
2460,05,2018,,,,,,
2461,66.9,45.0,0.00,-,-,05,2018,
2462,66.0,44.1,0.00,-,-,05,2018,
2463,66.9,41.0,0.08,-,-,05,2018,
2464,57.0,41.0,0.00,-,-,05,2018,
2465,61.0,39.0,0.00,-,-,05,2018,
2466,63.0,39.0,0.09,-,-,05,2018,
2467,66.9,50.0,0.01,-,-,05,2018,
2468,64.9,46.0,0.07,-,-,05,2018,
2469,64.9,44.1,0.00,-,-,05,2018,
2470,63.0,44.1,0.00,-,-,05,2018,
2471,66.0,45.0,0.00,-,-,05,2018,
2472,53.1,45.0,0.00,-,-,05,2018,
2473,66.0,46.0,0.98,-,-,05,2018,
2474,57.0,46.9,0.82,-,-,05,2018,
2475,57.9,37.9,0.02,-,-,05,2018,
2476,59.0,37.9,0.00,-,-,05,2018,
2477,59.0,37.9,0.00,-,-,05,2018,
2478,68.0,48.0,0.00,-,-,05,2018,
2479,68.0,48.9,0.00,-,-,05,2018,
2480,69.1,48.9,0.00,-,-,05,2018,
2481,68.0,48.0,0.00,-,-,05,2018,
2482,69.1,48.9,0.00,-,-,05,2018,
2483,61.0,39.0,0.00,-,-,05,2018,
2484,06,2018,,,,,,
2485,66.9,45.0,0.00,-,-,06,2018,
2486,66.0,44.1,0.00,-,-,06,2018,
2487,66.9,41.0,0.08,-,-,06,2018,
2488,57.0,41.0,0.00,-,-,06,2018,
2489,61.0,39.0,0.00,-,-,06,2018,
2490,63.0,39.0,0.09,-,-,06,2018,
2491,66.9,50.0,0.01,-,-,06,2018,
2492,64.9,46.0,0.07,-,-,06,2018,
2493,64.9,44.1,0.00,-,-,06,2018,
2494,63.0,44.1,0.00,-,-,06,2018,
2495,66.0,45.0,0.00,-,-,06,2018,
2496,53.1,45.0,0.00,-,-,06,2018,
2497,66.0,46.0,0.98,-,-,06,2018,
2498,57.0,46.9,0.82,-,-,06,2018,
2499,57.9,37.9,0.02,-,-,06,2018,
2500,59.0,37.9,0.00,-,-,06,2018,
2501,59.0,37.9,0.00,-,-,06,2018,
2502,68.0,48.0,0.00,-,-,06,2018,
2503,68.0,48.9,0.00,-,-,06,2018,
2504,69.1,48.9,0.00,-,-,06,2018,
2505,68.0,48.0,0.00,-,-,06,2018,
2506,69.1,48.9,0.00,-,-,06,2018,
2507,61.0,39.0,0.00,-,-,06,2018,
2508,07,2018,,,,,,
2509,66.9,45.0,0.00,-,-,07,2018,
2510,66.0,44.1,0.00,-,-,07,2018,
2511,66.9,41.0,0.08,-,-,07,2018,
2512,57.0,41.0,0.00,-,-,07,2018,
2513,61.0,39.0,0.00,-,-,07,2018,
2514,63.0,39.0,0.09,-,-,07,2018,
2515,66.9,50.0,0.01,-,-,07,2018,
2516,64.9,46.0,0.07,-,-,07,2018,
2517,64.9,44.1,0.00,-,-,07,2018,
2518,63.0,44.1,0.00,-,-,07,2018,
2519,66.0,45.0,0.00,-,-,07,2018,
2520,53.1,45.0,0.00,-,-,07,2018,
2521,66.0,46.0,0.98,-,-,07,2018,
2522,57.0,46.9,0.82,-,-,07,2018,
2523,57.9,37.9,0.02,-,-,07,2018,
2524,59.0,37.9,0.00,-,-,07,2018,
2525,59.0,37.9,0.00,-,-,07,2018,
2526,68.0,48.0,0.00,-,-,07,2018,
2527,68.0,48.9,0.00,-,-,07,2018,
2528,69.1,48.9,0.00,-,-,07,2018,
2529,68.0,48.0,0.00,-,-,07,2018,
2530,69.1,48.9,0.00,-,-,07,2018,
2531,61.0,39.0,0.00,-,-,07,2018,
2532,08,2018,,,,,,
2533,66.9,45.0,0.00,-,-,08,2018,
2534,66.0,44.1,0.00,-,-,08,2018,
2535,66.9,41.0,0.08,-,-,08,2018,
2536,57.0,41.0,0.00,-,-,08,2018,
2537,61.0,39.0,0.00,-,-,08,2018,
2538,63.0,39.0,0.09,-,-,08,2018,
2539,66.9,50.0,0.01,-,-,08,2018,
2540,64.9,46.0,0.07,-,-,08,2018,
2541,64.9,44.1,0.00,-,-,08,2018,
2542,63.0,44.1,0.00,-,-,08,2018,
2543,66.0,45.0,0.00,-,-,08,2018,
2544,53.1,45.0,0.00,-,-,08,2018,
2545,66.0,46.0,0.98,-,-,08,2018,
2546,57.0,46.9,0.82,-,-,08,2018,
2547,57.9,37.9,0.02,-,-,08,2018,
2548,59.0,37.9,0.00,-,-,08,2018,
2549,59.0,37.9,0.00,-,-,08,2018,
2550,68.0,48.0,0.00,-,-,08,2018,
2551,68.0,48.9,0.00,-,-,08,2018,
2552,69.1,48.9,0.00,-,-,08,2018,
2553,68.0,48.0,0.00,-,-,08,2018,
2554,69.1,48.9,0.00,-,-,08,2018,
2555,61.0,39.0,0.00,-,-,08,2018,
2556,09,2018,,,,,,
2557,66.9,45.0,0.00,-,-,09,2018,
2558,66.0,44.1,0.00,-,-,09,2018,
2559,66.9,41.0,0.08,-,-,09,2018,
2560,57.0,41.0,0.00,-,-,09,2018,
2561,61.0,39.0,0.00,-,-,09,2018,
2562,63.0,39.0,0.09,-,-,09,2018,
2563,66.9,50.0,0.01,-,-,09,2018,
2564,64.9,46.0,0.07,-,-,09,2018,
2565,64.9,44.1,0.00,-,-,09,2018,
2566,63.0,44.1,0.00,-,-,09,2018,
2567,66.0,45.0,0.00,-,-,09,2018,
2568,53.1,45.0,0.00,-,-,09,2018,
2569,66.0,46.0,0.98,-,-,09,2018,
2570,57.0,46.9,0.82,-,-,09,2018,
2571,57.9,37.9,0.02,-,-,09,2018,
2572,59.0,37.9,0.00,-,-,09,2018,
2573,59.0,37.9,0.00,-,-,09,2018,
2574,68.0,48.0,0.00,-,-,09,2018,
2575,68.0,48.9,0.00,-,-,09,2018,
2576,69.1,48.9,0.00,-,-,09,2018,
2577,68.0,48.0,0.00,-,-,09,2018,
2578,69.1,48.9,0.00,-,-,09,2018,
2579,61.0,39.0,0.00,-,-,09,2018,
2580,10,2018,,,,,,
2581,66.9,45.0,0.00,-,-,10,2018,
2582,66.0,44.1,0.00,-,-,10,2018,
2583,66.9,41.0,0.08,-,-,10,2018,
2584,57.0,41.0,0.00,-,-,10,2018,
2585,61.0,39.0,0.00,-,-,10,2018,
2586,63.0,39.0,0.09,-,-,10,2018,
2587,66.9,50.0,0.01,-,-,10,2018,
2588,64.9,46.0,0.07,-,-,10,2018,
2589,64.9,44.1,0.00,-,-,10,2018,
2590,63.0,44.1,0.00,-,-,10,2018,
2591,66.0,45.0,0.00,-,-,10,2018,
2592,53.1,45.0,0.00,-,-,10,2018,
2593,66.0,46.0,0.98,-,-,10,2018,
2594,57.0,46.9,0.82,-,-,10,2018,
2595,57.9,37.9,0.02,-,-,10,2018,
2596,59.0,37.9,0.00,-,-,10,2018,
2597,59.0,37.9,0.00,-,-,10,2018,
2598,68.0,48.0,0.00,-,-,10,2018,
2599,68.0,48.9,0.00,-,-,10,2018,
2600,69.1,48.9,0.00,-,-,10,2018,
2601,68.0,48.0,0.00,-,-,10,2018,
2602,69.1,48.9,0.00,-,-,10,2018,
2603,61.0,39.0,0.00,-,-,10,2018,
2604,11,2018,,,,,,
2605,66.9,45.0,0.00,-,-,11,2018,
2606,66.0,44.1,0.00,-,-,11,2018,
2607,66.9,41.0,0.08,-,-,11,2018,
2608,57.0,41.0,0.00,-,-,11,2018,
2609,61.0,39.0,0.00,-,-,11,2018,
2610,63.0,39.0,0.09,-,-,11,2018,
2611,66.9,50.0,0.01,-,-,11,2018,
2612,64.9,46.0,0.07,-,-,11,2018,
2613,64.9,44.1,0.00,-,-,11,2018,
2614,63.0,44.1,0.00,-,-,11,2018,
2615,66.0,45.0,0.00,-,-,11,2018,
2616,53.1,45.0,0.00,-,-,11,2018,
2617,66.0,46.0,0.98,-,-,11,2018,
2618,57.0,46.9,0.82,-,-,11,2018,
2619,57.9,37.9,0.02,-,-,11,2018,
2620,59.0,37.9,0.00,-,-,11,2018,
2621,59.0,37.9,0.00,-,-,11,2018,
2622,68.0,48.0,0.00,-,-,11,2018,
2623,68.0,48.9,0.00,-,-,11,2018,
2624,69.1,48.9,0.00,-,-,11,2018,
2625,68.0,48.0,0.00,-,-,11,2018,
2626,69.1,48.9,0.00,-,-,11,2018,
2627,61.0,39.0,0.00,-,-,11,2018,
2628,12,2018,,,,,,
2629,66.9,45.0,0.00,-,-,12,2018,
2630,66.0,44.1,0.00,-,-,12,2018,
2631,66.9,41.0,0.08,-,-,12,2018,
2632,57.0,41.0,0.00,-,-,12,2018,
2633,61.0,39.0,0.00,-,-,12,2018,
2634,63.0,39.0,0.09,-,-,12,2018,
2635,66.9,50.0,0.01,-,-,12,2018,
2636,64.9,46.0,0.07,-,-,12,2018,
2637,64.9,44.1,0.00,-,-,12,2018,
2638,63.0,44.1,0.00,-,-,12,2018,
2639,66.0,45.0,0.00,-,-,12,2018,
2640,53.1,45.0,0.00,-,-,12,2018,
2641,66.0,46.0,0.98,-,-,12,2018,
2642,57.0,46.9,0.82,-,-,12,2018,
2643,57.9,37.9,0.02,-,-,12,2018,
2644,59.0,37.9,0.00,-,-,12,2018,
2645,59.0,37.9,0.00,-,-,12,2018,
2646,68.0,48.0,0.00,-,-,12,2018,
2647,68.0,48.9,0.00,-,-,12,2018,
2648,69.1,48.9,0.00,-,-,12,2018,
2649,68.0,48.0,0.00,-,-,12,2018,
2650,69.1,48.9,0.00,-,-,12,2018,
2651,61.0,39.0,0.00,-,-,12,2018,
2652,01,2019,,,,,,
2653,66.9,45.0,0.00,-,-,01,2019,
2654,66.0,44.1,0.00,-,-,01,2019,
2655,66.9,41.0,0.08,-,-,01,2019,
2656,57.0,41.0,0.00,-,-,01,2019,
2657,61.0,39.0,0.00,-,-,01,2019,
2658,63.0,39.0,0.09,-,-,01,2019,
2659,66.9,50.0,0.01,-,-,01,2019,
2660,64.9,46.0,0.07,-,-,01,2019,
2661,64.9,44.1,0.00,-,-,01,2019,
2662,63.0,44.1,0.00,-,-,01,2019,
2663,66.0,45.0,0.00,-,-,01,2019,
2664,53.1,45.0,0.00,-,-,01,2019,
2665,66.0,46.0,0.98,-,-,01,2019,
2666,57.0,46.9,0.82,-,-,01,2019,
2667,57.9,37.9,0.02,-,-,01,2019,
2668,59.0,37.9,0.00,-,-,01,2019,
2669,59.0,37.9,0.00,-,-,01,2019,
2670,68.0,48.0,0.00,-,-,01,2019,
2671,68.0,48.9,0.00,-,-,01,2019,
2672,69.1,48.9,0.00,-,-,01,2019,
2673,68.0,48.0,0.00,-,-,01,2019,
2674,69.1,48.9,0.00,-,-,01,2019,
2675,61.0,39.0,0.00,-,-,01,2019,
2676,02,2019,,,,,,
2677,66.9,45.0,0.00,-,-,02,2019,
2678,66.0,44.1,0.00,-,-,02,2019,
2679,66.9,41.0,0.08,-,-,02,2019,
2680,57.0,41.0,0.00,-,-,02,2019,
2681,61.0,39.0,0.00,-,-,02,2019,
2682,63.0,39.0,0.09,-,-,02,2019,
2683,66.9,50.0,0.01,-,-,02,2019,
2684,64.9,46.0,0.07,-,-,02,2019,
2685,64.9,44.1,0.00,-,-,02,2019,
2686,63.0,44.1,0.00,-,-,02,2019,
2687,66.0,45.0,0.00,-,-,02,2019,
2688,53.1,45.0,0.00,-,-,02,2019,
2689,66.0,46.0,0.98,-,-,02,2019,
2690,57.0,46.9,0.82,-,-,02,2019,
2691,57.9,37.9,0.02,-,-,02,2019,
2692,59.0,37.9,0.00,-,-,02,2019,
2693,59.0,37.9,0.00,-,-,02,2019,
2694,68.0,48.0,0.00,-,-,02,2019,
2695,68.0,48.9,0.00,-,-,02,2019,
2696,69.1,48.9,0.00,-,-,02,2019,
2697,68.0,48.0,0.00,-,-,02,2019,
2698,69.1,48.9,0.00,-,-,02,2019,
2699,61.0,39.0,0.00,-,-,02,2019,
2700,03,2019,,,,,,
2701,66.9,45.0,0.00,-,-,03,2019,
2702,66.0,44.1,0.00,-,-,03,2019,
2703,66.9,41.0,0.08,-,-,03,2019,
2704,57.0,41.0,0.00,-,-,03,2019,
2705,61.0,39.0,0.00,-,-,03,2019,
2706,63.0,39.0,0.09,-,-,03,2019,
2707,66.9,50.0,0.01,-,-,03,2019,
2708,64.9,46.0,0.07,-,-,03,2019,
2709,64.9,44.1,0.00,-,-,03,2019,
2710,63.0,44.1,0.00,-,-,03,2019,
2711,66.0,45.0,0.00,-,-,03,2019,
2712,53.1,45.0,0.00,-,-,03,2019,
2713,66.0,46.0,0.98,-,-,03,2019,
2714,57.0,46.9,0.82,-,-,03,2019,
2715,57.9,37.9,0.02,-,-,03,2019,
2716,59.0,37.9,0.00,-,-,03,2019,
2717,59.0,37.9,0.00,-,-,03,2019,
2718,68.0,48.0,0.00,-,-,03,2019,
2719,68.0,48.9,0.00,-,-,03,2019,
2720,69.1,48.9,0.00,-,-,03,2019,
2721,68.0,48.0,0.00,-,-,03,2019,
2722,69.1,48.9,0.00,-,-,03,2019,
2723,61.0,39.0,0.00,-,-,03,2019,
2724,04,2019,,,,,,
2725,66.9,45.0,0.00,-,-,04,2019,
2726,66.0,44.1,0.00,-,-,04,2019,
2727,66.9,41.0,0.08,-,-,04,2019,
2728,57.0,41.0,0.00,-,-,04,2019,
2729,61.0,39.0,0.00,-,-,04,2019,
2730,63.0,39.0,0.09,-,-,04,2019,
2731,66.9,50.0,0.01,-,-,04,2019,
2732,64.9,46.0,0.07,-,-,04,2019,
2733,64.9,44.1,0.00,-,-,04,2019,
2734,63.0,44.1,0.00,-,-,04,2019,
2735,66.0,45.0,0.00,-,-,04,2019,
2736,53.1,45.0,0.00,-,-,04,2019,
2737,66.0,46.0,0.98,-,-,04,2019,
2738,57.0,46.9,0.82,-,-,04,2019,
2739,57.9,37.9,0.02,-,-,04,2019,
2740,59.0,37.9,0.00,-,-,04,2019,
2741,59.0,37.9,0.00,-,-,04,2019,
2742,68.0,48.0,0.00,-,-,04,2019,
2743,68.0,48.9,0.00,-,-,04,2019,
2744,69.1,48.9,0.00,-,-,04,2019,
