,Tobit_pred,Ridge_pred,Censored_energy
0,139.41525095695872,136.1886333509106,
1,128.9584149343078,119.36142370749263,
2,110.82412438960593,80.77605499150245,
3,202.2855757054204,202.57927732678027,
4,123.71015881103389,93.39730920134544,
5,126.89011184754672,115.54786961875264,
6,71.19441184154692,61.730928088697674,
7,162.97380740562616,155.31865111185965,
8,156.53942646823091,145.23339990544247,
9,63.74028166908778,51.02774109795786,
10,125.11111688073738,118.1806121387685,
11,111.41291017260248,101.67586482281676,
12,126.593385426733,95.86301413511907,
13,147.5500939879616,137.7652042200637,
14,91.73993299260985,57.64084486527842,
15,154.75056376025324,152.36535666037526,
16,123.06396226298503,118.41930511255194,
17,159.91608242080554,156.46140617937712,
18,107.31694456884425,100.56834471264783,
19,93.3949683174103,59.09560441648217,
20,128.69544595072105,118.64575080798605,
21,134.61569669816603,129.24705123001917,
22,146.4857334651299,143.09753937475537,
23,161.6183759443149,156.1667001971967,
24,123.13330926706121,93.49952045983294,
25,141.93949071133403,137.25314578903323,
26,134.56362584082459,124.10694695732833,
27,119.07259282478395,114.85213982088453,
28,109.65006917276747,99.37728984065693,
29,143.57899032855485,135.80114482099714,
30,132.70347482765814,126.76768442040571,
31,100.98059385031874,92.73059854084558,
32,183.08234811417074,179.3635555286114,
33,71.0041745993313,59.17544907994802,
34,135.05331472625954,130.74401451576176,
35,107.65270523569373,98.43702927073186,
36,107.96122190711537,98.3956771220856,
37,112.89900283569764,101.61466187220896,
38,148.4990313843947,141.50414569360376,
39,103.68897488013118,74.12593979016566,
40,162.35608048237785,153.87077093260461,
41,126.16477590118035,123.7664533484903,
42,130.86665450139188,127.52858212349624,
43,169.51094143716188,140.57764020603483,
44,155.20471977982083,152.34383433489631,
45,95.5783963582146,86.06487839821257,
46,139.0887242771829,135.72281482926527,
47,147.5055416394351,143.48820134249888,
48,149.0995523034849,142.93698102406523,
49,140.27390337437373,130.6007440290877,
50,158.60795542423642,152.85584883548665,
51,133.14916085445876,127.9931545568399,
52,163.36305897445473,158.0851847579745,
53,127.44196494994598,96.07832052189241,
54,93.82733797134318,83.20638299282743,
55,135.3851858997259,124.10287080042505,
56,119.8026222061664,115.29693858389167,
57,151.0964633263678,146.2020327240064,
58,146.17649489870578,143.7003838257622,
59,133.0227786411152,122.89690422824323,
60,120.58618102486754,111.01010938421196,
61,130.91719709605945,118.5951721353,
62,113.54762422733684,109.61042351894321,
63,95.12582153018454,61.73101061000922,
64,140.17635550481344,134.57206751940498,
65,143.98944864698842,139.94113353500362,
66,131.4702049755267,119.00476729649064,
67,148.84387269233437,147.86295392849263,
68,204.72066444775294,205.22874629229182,
69,170.19411024161138,163.08620276445063,
70,143.28338060737883,139.01422300868956,
71,83.9618824230609,72.10792882088342,
72,114.2902499879508,109.11413168512392,
73,116.21371306995228,86.00403170959262,
74,99.61750587382583,92.29807147344765,
75,106.26886714269882,99.37559814588376,
76,150.59394481434123,148.1189086248502,
77,134.64102808108868,129.5016438080148,
78,128.9087429934238,125.60568220955803,
79,145.1892985424984,138.304365823793,
80,138.87275104012767,134.4728075957617,
81,75.403604489202,62.36168277571136,
82,146.374864205034,143.46960904479653,
83,156.93683063086178,145.40419038320115,
84,123.63875557806026,111.54262493655709,
85,132.2605005301764,121.83960297098923,
86,125.8840687774438,121.088799563518,
87,138.3357664438113,107.90024681000298,
88,130.97460161893417,126.53047269242802,
89,121.30649981124012,106.72953892882117,
90,116.93637502922289,107.66739412164328,
91,93.0465126948451,59.69936601565154,
92,142.3380445288835,132.05692330184758,
93,162.27909295745997,150.12820643860124,
94,120.49860364583097,116.32660805697053,
95,134.82470851737975,125.0126103490399,
96,138.39675876168462,134.8846864652816,
97,152.73693705376252,150.04819988551057,
98,145.51008864002426,142.55224060132042,
99,117.89781243194349,114.00851511399236,
100,126.03766725288881,120.10635409699155,
101,145.95463219218198,143.5477337660017,
102,141.689445987871,139.36014910873163,
103,124.0684037526821,120.13506898029173,
104,137.58721103177766,126.83934762889925,
105,114.25567321730492,104.50822071465316,
106,53.21947115964997,41.884520490364,
107,107.49565598852993,96.66328291704177,
108,155.27829960854984,153.22283285194328,
109,153.23610494708194,147.3149757063195,
110,160.9047119636274,153.34015696718916,
111,112.51518096513126,80.73183171676162,
112,153.4271772386597,147.3717828467779,
113,159.9270992862997,159.00608559641773,
114,141.8085219525276,130.54938655659996,
115,139.86352610901326,137.33104477028482,
116,134.11789049390552,101.88990566461645,
117,154.68838259682647,150.20757223916323,
118,181.9997002889282,178.30228125745964,
119,80.826472021119,70.73044513513295,
120,194.6483547285687,185.36565741946652,
121,186.41858180732748,185.69524641973075,
122,94.0511773603182,86.5785371036621,
123,179.51652135253798,175.51581165155284,
124,83.28619041443375,68.22960025198645,
125,197.36870758967152,195.10213116189388,
126,136.5668462370035,128.59670930907836,
127,122.80325667712803,113.61654994110842,
128,141.06580866400432,138.56279363737565,
129,159.932226787184,156.27974257096366,
130,106.94742401276346,73.69753641297388,
131,108.49233328875552,72.97416491934904,
132,137.79614906483616,127.76712260817172,
133,106.69590515338777,73.18294428143119,
134,117.08335264872464,110.70237766416398,
135,78.72520319458476,65.34825942056762,
136,122.33589304050479,114.8613946556891,
137,181.34633748529154,180.37853412008513,
138,112.2353153105452,107.43077264429095,
139,122.70243351070579,90.63379582033713,
140,154.91987058152023,151.81566032679945,
141,108.01266034998656,73.9859456094373,
142,139.50033792437526,129.27678137520996,
143,108.07432153183392,97.25277114033362,
144,147.47098683791452,143.22297558701075,
145,141.22776973139213,136.15362031089583,
146,139.61374881813606,131.98877933195644,
147,156.5885403583659,152.97634344539244,
148,136.85027016599986,130.5805576807515,
149,154.9446794620171,150.48457743816155,
150,196.77739014949074,197.3041169861239,
151,153.2827045207688,142.6294241576075,
152,125.24282671940539,118.53876286455147,
153,120.32592966814282,112.44705083034687,
154,179.9895290115802,173.29804158237835,
155,165.51892783693728,162.69031149792733,
156,112.2453468705919,99.65371411061587,
157,116.65186847712587,110.86704577103204,
158,139.74856402871814,126.2055320605367,
159,137.41951731616953,126.56017064418174,
160,133.66010621812498,129.59316918725168,
161,157.26761036901488,149.3406372264672,
162,53.37834452303295,40.946832446075064,
163,89.21655044794353,77.70090273678673,
164,128.13349586036273,121.72292623851465,
165,120.71861874277539,111.25689786242442,
166,121.34404303701986,90.43354664987868,
167,93.91466728660944,86.57887895758306,
168,136.846168390268,132.66582958919057,
169,129.06069104251645,124.27214089583167,
170,102.24948084864249,97.18510044517643,
171,157.84272524835242,156.8980284046561,
172,142.1351890692206,136.27117277744264,
173,108.87742974189607,98.28073872332776,
174,67.85503324039746,33.39273648585814,
175,125.37327648791705,119.9739974835146,
176,161.95175319075156,155.50505409096934,
177,140.791975487245,109.03720879435721,
178,156.0694082366025,151.60387227333894,
179,132.0130482110943,125.4042072425595,
180,113.31234723701817,104.44470803553169,
181,83.00140258180744,51.03044304387507,
182,156.7991502923441,154.09414326757528,
183,143.27100181953665,133.74709165312095,
184,102.49606437167716,89.00336264394294,
185,52.85777184289866,14.690258550152606,
186,88.35404481148899,75.47369155628877,
187,96.59248855758314,85.24899153701107,
188,159.16079749006957,152.72990591738474,
189,87.30138440264145,74.22206792527453,
190,145.40280994034634,137.92550685862392,
191,89.64502479199496,55.96671550375753,
192,137.99207341577522,135.84218016750896,
193,73.19373691894137,62.69828741710958,
194,148.14946479490686,143.07572027182152,
195,176.52792372215566,173.20116041359663,
196,99.01306066400865,66.7954661938451,
197,218.97874155716764,219.85970148047494,
198,136.47128212934982,104.1252940232745,
199,134.9941992961033,128.1443399827067,
200,123.54677647971644,115.7023026578596,
201,155.7025618008939,145.59325808302899,
202,109.34489808489901,100.82920356316177,
203,195.37557729215536,191.4039238654037,
204,155.24492329378907,151.30790788762468,
205,150.3946169993319,136.6666179420955,
206,129.10892097567032,125.24517991234956,
207,175.7467818277461,168.82362306713674,
208,121.9774783620746,116.61491044621802,
209,104.55604612608249,95.4733073404016,
210,98.84388210353592,65.30987470837138,
211,141.21982910620088,136.47292930491588,
212,190.13190945868047,185.93336697804364,
213,128.86039419334128,125.83117932538734,
214,155.60215366645127,151.88836717697748,
215,82.37533063545277,50.1591048862778,
216,165.58315306074843,158.41173705886604,
217,87.3597397264888,76.11537212940837,
218,107.17812029747996,73.30726937782549,
219,152.46687591156368,146.75392814470905,
220,65.64894448054372,53.98622363296333,
221,134.40517784812724,127.95328975872916,
222,167.18647252299348,161.54804373832508,
223,134.81872822223045,129.3160412536473,
224,147.73814466715797,144.3300946688748,
225,203.10110026070527,203.4738013126466,
226,110.27356502439957,104.05578763565238,
227,167.8533026411374,165.8093250769572,
