,ar.L1,ar.L2,ar.L3,ar.L4,ar.L5,ar.L6,ar.L7,ar.L8,ar.L9,ma.L1,ma.L2,ma.L3,ma.L4,ma.L5,ma.L6,ma.L7,ma.L8,ma.L9,sigma2,Label
0,-0.6678255127704456,0.1378541299565158,0.3478577451724457,-0.0890716102552894,-0.6186312730806887,-0.42448638735551736,0.327493433997334,0.7271445007782605,,-0.7712884089773554,-0.38576027158794957,0.5728336243537256,0.6703046582400647,-0.13507745387680692,-0.7673644398833932,-0.5051446301864866,0.6642638235281398,,685.3910641494205,4.0
1,-0.7950746809107396,-0.006088995811935449,0.2783691461151896,-0.13638135370300924,-0.6617166756624476,-0.5506002407372621,0.21308225023316985,0.6900271244494243,,-0.7210186342296567,-0.3864302006507413,0.5105465847148102,0.6791150264913142,-0.04837535645193719,-0.7260581963621554,-0.5427466621172949,0.576927763987059,,672.5197841147196,4.0
2,-0.6162681596393179,0.2192064643249993,0.4199588278155043,-0.0572114987069032,-0.6018143528295822,-0.35590875013592094,0.43307344014506394,0.7901498969924396,,-0.7897882119355929,-0.4088512294267999,0.5674026766393008,0.6900632740480857,-0.15223373071777735,-0.8156531062905772,-0.5158455004866002,0.7103493283511412,,676.9471302822033,4.0
3,-0.628164541074952,0.17679115657879052,0.4000174134290394,-0.0448187053487723,-0.6158672849972924,-0.37703419831584195,0.39565760431696717,0.7617400279003105,,-0.7792055851142359,-0.41383106043607865,0.5585480811457418,0.6950315065256474,-0.14570601096697144,-0.8153712406411822,-0.5313812497534319,0.7130448661365159,,668.2271291001086,4.0
4,-0.6021571071247059,0.22744173982403304,0.43264992154209014,-0.03582620815017748,-0.6118219345871502,-0.346232938876062,0.4463503269763236,0.7878459167701904,,-0.8011286949653647,-0.408258210104199,0.5765084426769085,0.6993827714334692,-0.16860296281189285,-0.8377314364410562,-0.5136852838564043,0.7473990070319847,,661.2888764958903,4.0
5,-0.6869988550449264,0.0940885114173246,0.3368028978863057,-0.0928190254255431,-0.6598642311432037,-0.4342533021920268,0.32435610980430857,0.7179740782938674,,-0.7195344081380416,-0.43371446078642106,0.5212727135481963,0.7100938711003437,-0.08652000002531673,-0.787243707407158,-0.5510629043100684,0.6584326500201524,,673.746588936704,4.0
6,-0.6130752888868927,0.19386976865702693,0.4170859782488364,-0.025912749522390463,-0.6103897875506548,-0.3672365592868433,0.40273093835245977,0.772989137180841,,-0.7921653547479992,-0.3985432239508478,0.5791181254878425,0.695692667152912,-0.15668084236704505,-0.823518740755566,-0.5181336146588076,0.7414200532249237,,655.8408732917441,4.0
7,-0.6156569790883069,0.23339739751273464,0.44975726027658575,-0.02828541047400121,-0.5867965777657926,-0.35895270520644873,0.44544846581463693,0.8298749639057568,,-0.8165246861117459,-0.3779135039474286,0.5867203601794893,0.6713598883110485,-0.16950447291256937,-0.8141118552297917,-0.5078040316896693,0.7313108150713684,,643.9455236419514,4.0
8,-0.6543099454491529,0.08428808915947927,0.351683581711785,-0.09890128354659405,-0.6536416901826749,-0.4092648978035439,0.2910132520116053,0.7456780577730955,,-0.7139255009126408,-0.4186937832845486,0.557909555314773,0.6701181169318648,-0.1723603306593815,-0.7119739901995488,-0.5482909532994695,0.6634350373749784,,654.0580994010612,4.0
9,-0.042473976429010185,3.416972276569356,-0.09865973850948251,-4.768960986171679,0.34501965699059856,3.2635819462204507,-0.2047781541503112,-0.9124854898170016,,0.5324993263993905,1.3464189722298212,0.2187101127696284,-0.43708803102386007,-2.067009963786077,1.7694446919144267,0.31585624356171305,-0.48864340320186433,,179.02546108423894,4.0
10,0.26866711410698585,-0.025954162969281713,-0.05383955495602183,-0.104472311107241,-0.1989490416618518,0.17493797918256326,-0.32766452235514737,0.6285915224005045,,0.07482682791600864,-0.014960311921244585,0.32689226493782453,0.03727390843269404,-0.38385185566758717,0.47823835337516807,-0.9285734955161791,0.5376370586135603,,672.7842022246296,4.0
11,0.03417646477397214,0.1956401873493106,0.10307616224733575,-0.2872110155426144,-0.34229016095539117,0.256583912012543,-0.11765441900198345,0.47430298766350576,,-0.36376913962863133,-0.02560404186390064,0.6488695688225249,0.1299292496648298,-0.6557393693843342,0.25624140478469737,-0.511615597434518,0.3821615592685168,,683.4265321182206,4.0
12,-0.4826858916025204,0.15383057376876896,0.6602359933716069,0.7390673908746586,0.20939587700724716,-0.20074541457546752,-0.8551300454956487,-0.1996582763199142,,-0.6888431485367539,-0.727707959495846,-0.07346919417277373,0.5474168935706036,0.4591548630983697,0.6865605809134327,-0.5771510787010878,-0.26899586725338126,,683.2842502504351,4.0
13,-0.827092532510914,0.06714417018652494,0.7586334061349022,0.9193822847112814,0.44318393068256406,-0.1977340586959812,-0.9078869063246608,-0.5098148784245967,,-0.8553174029419974,-0.9307436993633078,-0.19774627255102328,0.5329034527361116,0.6641100444113559,0.7258307398251673,-0.32461833622421193,-0.5397895542258805,,701.4175986838453,4.0
14,-0.7817265164496381,0.06929766964565565,0.7181558275607051,0.905673346286324,0.4150961460236068,-0.17991782812796964,-0.8982200643441846,-0.45614348916952374,,-0.8290389821120572,-0.8749078063778674,-0.21038229947481768,0.5414306961556029,0.619451464766372,0.7493136041779624,-0.37714641307222363,-0.49867424932495186,,698.5056008849784,4.0
