,ar.L1,ar.L2,ar.L3,ar.L4,ar.L5,ar.L6,ar.L7,ar.L8,ar.L9,ma.L1,ma.L2,ma.L3,ma.L4,ma.L5,ma.L6,ma.L7,ma.L8,ma.L9,sigma2,Label
0,-0.7162990077961591,-0.1994846960583329,-0.23244000545692656,-0.3959622988980047,-0.4465585269657902,0.061980551814953794,0.6113605181846649,0.10592308344913674,,-0.5602875824928454,-0.04563036454284755,0.26313273110701085,0.12250740515521107,-0.6714967375028248,-0.4741372009195374,0.5256519147330652,-0.10209827082015396,,1308.120377075579,7.0
1,-0.10589562264417468,0.136979309728704,-0.07866418606809035,0.010101154032274046,-0.11660410259936238,-0.031617499770126005,0.015262277469628084,-0.6038583944155775,,-0.4044662732706882,0.148248199593442,-0.07176147141471877,0.07701526408260345,-0.17645159187617915,0.3636862550569212,0.6249884583081192,-0.9191622923828441,,1339.3385969401174,7.0
2,-0.1648631939230685,0.04289945503679025,-0.1573658691115809,-0.0558524986696876,-0.12116151411579953,-0.016224789725384926,0.047469176866834065,-0.526759578992769,,-0.3853442327643877,0.12864756582526193,-0.08299537294650691,0.04249798783599175,-0.21998869653914802,0.31069451165691475,0.6108753098667299,-0.8476062931781557,,1346.9204212931686,7.0
3,-0.24098165968285062,-0.04513034154010349,-0.21944760633841764,-0.119389168574387,-0.18465499567333193,-0.017769557362497655,0.0713920587636552,-0.47280517977306225,,-0.35159690848237307,0.12971600088358876,-0.1044079262910188,0.020837520898256773,-0.2490192112297001,0.26432599611091934,0.5791154148983412,-0.7884177591837466,,1338.7378502815861,7.0
4,-0.10763956612562464,0.09814625598911066,-0.16216088823606584,-0.10128718226629185,-0.18785260648208174,-0.057183798011954126,0.0017860869752449153,-0.5990261485522983,,-0.3936760064062075,0.1750383714703942,-0.047412943598335394,0.07333085268302549,-0.2135966073225115,0.33094900756306744,0.6099629577690082,-0.8998827955921589,,1328.7255186707343,7.0
5,-0.11960850617788099,0.07144573171946403,-0.173277968272054,-0.09045474135744898,-0.15127741880419826,-0.018864628422579237,0.020983678571704367,-0.6047900094260406,,-0.3838495644859937,0.17385377630635812,-0.05698714750400581,0.053535054753111246,-0.21860874225643717,0.32680610484651823,0.6245992524810582,-0.8731352780468925,,1320.0360950587417,7.0
6,-0.11577252870451739,0.08213387881910017,-0.16836723564813832,-0.09149383886788776,-0.15915254787414837,-0.03895470175930445,0.012519710419120226,-0.6200211729526961,,-0.38319586426446417,0.17914313645274188,-0.04824910740276223,0.05211775936427279,-0.2085532638542334,0.3315960992614202,0.621927527663627,-0.8882805593763504,,1312.1510261003104,7.0
7,-0.1140288588338215,0.08063230200477145,-0.16989733310093016,-0.08280637382526744,-0.15395725410974176,-0.03508087954940409,0.011493914253808774,-0.6265662114196169,,-0.38577317083306306,0.18609641698619503,-0.045262114332414685,0.05589070997894311,-0.21411143158704338,0.33634771386731954,0.6256947810441588,-0.8977414515385793,,1303.3139027194632,7.0
8,-0.28632956444944163,-0.14652402388562036,-0.2643596678323894,-0.1503565376059196,-0.19342183565934853,-0.009619177575302541,0.08657983280201018,-0.4404984780980409,,-0.31444434403830845,0.12826430337077077,-0.12635468500421693,-0.00330501850933837,-0.2672277762784989,0.22354582844146295,0.5599743055905136,-0.7397206081747233,,1303.9924978856534,7.0
9,-0.13280870361318015,0.03866967600988714,-0.16098705348947162,-0.08287543000163941,-0.24278838655402454,-0.09508560776009131,0.014575820611917268,-0.5814420332829451,,-0.38253436039822875,0.1269872324794053,-0.036995841863895956,0.10102820389321293,-0.1932025463734918,0.26882141858021685,0.5777731324104228,-0.8580077090961175,,1395.0471657619496,7.0
10,-0.09536262350563421,0.05677381150762276,-0.2149307947907518,-0.12452991881592926,-0.20137061389848152,-0.10563793425624776,-0.02579131230573406,-0.609219708005019,,-0.36852022424044734,0.18161710271541295,-0.03389244273483946,0.06607424794598456,-0.2142368420574039,0.3165739511527726,0.6025320454533099,-0.8986999886859782,,1421.413378358237,7.0
11,-0.11890867665375196,0.10374802217900225,-0.07556169941615092,0.03519202795673645,-0.04616808235449674,0.08726443420269335,0.11068234110722337,-0.5251649258488038,,-0.4245235556378585,0.0638429837082855,-0.12325409376023946,0.0021331107393175452,-0.23184313398170853,0.3063027183322582,0.6731885410997983,-0.7458581841353471,,1474.4076747155716,7.0
12,-0.1331574986394062,0.04341258034429773,-0.18594449287522644,-0.08857756595373883,-0.1959632445231999,-0.07571617444728765,-0.010587546956531906,-0.5648211946138495,,-0.3677691421073672,0.11122948701466645,-0.061173520428221065,0.0746161495797977,-0.1861368927571246,0.27050509169173564,0.586612177422534,-0.8342616047555065,,1462.4075051130158,7.0
13,0.01215576115594464,0.4708750843175461,-0.07068321074162989,-0.25449288282009963,-0.12397191967068848,0.41780194622978867,0.5386262250687595,-0.421222159211827,,-0.7058407246439153,0.2522179998519365,0.3528526136746105,0.01924780074397836,-0.7096226725003228,-0.05965100656568567,0.9059671987914506,-0.4316324809103824,,1474.4553191973257,7.0
14,-0.3717599933515474,0.1711307682342819,-0.04699941320996007,-0.21434167545912536,-0.16876435935488088,0.3636784881624527,0.6778753716062675,-0.10498324112011032,,-0.6616357198446837,0.07616794922081768,0.24879292609976614,-0.009643776861789959,-0.7012739642154621,-0.2778138440476194,0.7516707025741389,-0.1532676828615478,,1502.727761557847,7.0
15,-0.647658279286746,0.33527053160151193,-0.1256245679747121,-0.0035530929697577505,-0.03318447829418739,-0.0685944913442161,1.0184469794117916,0.4966301585602322,,-0.9395164908060247,0.17276955289141332,-0.055551474151176734,-0.032899490748817546,-0.0076822939944198865,-0.9852221597476094,0.16548977007261884,0.6646132899749131,,1509.7910442951606,7.0
16,0.3717404756521634,0.5308735888806743,-0.225665526564869,-0.0032426245983638025,-0.5908099926496877,-0.22703104654803155,0.8990042661338932,-0.3193817225649538,,-0.5771254311143458,0.5508883029926681,-0.019194247115326545,0.6724076803285148,-0.0908455023807133,-1.094597383374807,0.6109602297233695,0.052181266728310194,,1544.2079585557574,7.0
17,-0.7579704854470779,0.08146232326306563,0.00887609467809618,-0.02914876802609582,-0.0429540355438088,0.004008176953075618,0.9143498326633812,0.7896165658801702,,-0.6857271420001937,-0.07397507363239406,-0.005575307081001492,0.003689718250260904,-0.05784416488288094,-0.8778052797188852,-0.1784180447671101,0.7758604224612112,,1574.4062141726197,7.0
18,-0.7755491029636987,0.06475248639868891,0.006480459211728936,-0.030277159156521825,-0.0458012374626979,-0.00043526806730112327,0.9116129047749336,0.7997048233910273,,-0.6752532839770853,-0.07881590162966785,-0.0113288065659473,0.0022865686044125227,-0.052308311541054885,-0.8712104895542241,-0.17458104395466928,0.7637975836095231,,1564.108866173083,7.0
