,Label,ar,d,ma,AIC
260,0.0,8.0,2.0,0.0,29032.239179251526
261,0.0,8.0,2.0,1.0,28341.414254734664
262,0.0,8.0,2.0,2.0,28347.080458964665
263,0.0,8.0,2.0,3.0,28344.481309435494
264,0.0,8.0,2.0,4.0,28322.63229637281
265,0.0,8.0,2.0,5.0,28330.85792313945
266,0.0,8.0,2.0,6.0,28341.26598627305
267,0.0,8.0,2.0,7.0,28320.003553988186
268,0.0,8.0,2.0,8.0,28059.37136591688
269,0.0,8.0,2.0,9.0,27943.69994810622
270,0.0,9.0,0.0,0.0,28347.70033168891
271,0.0,9.0,0.0,1.0,28347.141654120453
272,0.0,9.0,0.0,2.0,28262.833519672844
273,0.0,9.0,0.0,3.0,28281.413612918877
274,0.0,9.0,0.0,4.0,28310.044154971925
275,0.0,9.0,0.0,5.0,28324.874091845588
276,0.0,9.0,0.0,6.0,28263.880377027814
277,0.0,9.0,0.0,7.0,28100.94688004849
278,0.0,9.0,0.0,8.0,28406.758911592067
279,0.0,9.0,0.0,9.0,27961.301391348585
280,0.0,9.0,1.0,0.0,28337.090968588585
281,0.0,9.0,1.0,1.0,28222.593542159295
282,0.0,9.0,1.0,2.0,28218.444347171553
283,0.0,9.0,1.0,3.0,28189.007027238433
284,0.0,9.0,1.0,4.0,28199.374627137615
285,0.0,9.0,1.0,5.0,28083.203852803967
286,0.0,9.0,1.0,6.0,28077.80567873813
287,0.0,9.0,1.0,7.0,27959.612913532124
288,0.0,9.0,1.0,8.0,27923.962102561556
289,0.0,9.0,1.0,9.0,27898.272533852363
290,0.0,9.0,2.0,0.0,28917.143868589777
291,0.0,9.0,2.0,1.0,28341.932509631082
292,0.0,9.0,2.0,2.0,28345.104433394674
293,0.0,9.0,2.0,3.0,28334.796600249036
294,0.0,9.0,2.0,4.0,28343.320849393654
295,0.0,9.0,2.0,5.0,28310.14714569686
296,0.0,9.0,2.0,6.0,28221.141829189084
297,0.0,9.0,2.0,7.0,28225.50627644945
298,0.0,9.0,2.0,8.0,28012.65485217004
299,0.0,9.0,2.0,9.0,27986.862991506707
300,1.0,0.0,0.0,0.0,37331.49279460773
301,1.0,0.0,0.0,1.0,34554.92245757872
302,1.0,0.0,0.0,2.0,33134.06664328459
303,1.0,0.0,0.0,3.0,32215.754439900193
304,1.0,0.0,0.0,4.0,31676.388344751962
305,1.0,0.0,0.0,5.0,31200.127683362065
306,1.0,0.0,0.0,6.0,30972.00580300142
307,1.0,0.0,0.0,7.0,30788.57293738276
308,1.0,0.0,0.0,8.0,30487.336243211917
309,1.0,0.0,0.0,9.0,30268.215051503852
310,1.0,0.0,1.0,0.0,29999.35067117035
311,1.0,0.0,1.0,1.0,28613.646422578444
312,1.0,0.0,1.0,2.0,28590.123838955245
313,1.0,0.0,1.0,3.0,28592.12237963074
314,1.0,0.0,1.0,4.0,28593.675890871946
315,1.0,0.0,1.0,5.0,28589.53986536998
316,1.0,0.0,1.0,6.0,28591.074604523295
317,1.0,0.0,1.0,7.0,28592.918691928156
318,1.0,0.0,1.0,8.0,28580.33871992153
319,1.0,0.0,1.0,9.0,28579.944607031233
320,1.0,0.0,2.0,0.0,33230.883068901385
321,1.0,0.0,2.0,1.0,30000.75193185501
322,1.0,0.0,2.0,2.0,28618.853487887518
323,1.0,0.0,2.0,3.0,28595.48160013186
324,1.0,0.0,2.0,4.0,28597.49961578702
325,1.0,0.0,2.0,5.0,28599.03082147472
326,1.0,0.0,2.0,6.0,28595.033765477434
327,1.0,0.0,2.0,7.0,28596.36354252793
328,1.0,0.0,2.0,8.0,28598.361365229466
329,1.0,0.0,2.0,9.0,28585.767917526395
330,1.0,1.0,0.0,0.0,29940.785224647032
331,1.0,1.0,0.0,1.0,28625.69105324144
332,1.0,1.0,0.0,2.0,28602.39587761482
333,1.0,1.0,0.0,3.0,28604.39239484792
334,1.0,1.0,0.0,4.0,28606.219086393736
335,1.0,1.0,0.0,5.0,28601.73932294744
336,1.0,1.0,0.0,6.0,28603.280560982566
337,1.0,1.0,0.0,7.0,28605.0915085359
338,1.0,1.0,0.0,8.0,28592.680033000797
339,1.0,1.0,0.0,9.0,28592.328864647883
340,1.0,1.0,1.0,0.0,29360.328636990744
341,1.0,1.0,1.0,1.0,28590.536015148762
342,1.0,1.0,1.0,2.0,28592.122702281325
343,1.0,1.0,1.0,3.0,28594.102021228067
344,1.0,1.0,1.0,4.0,28594.415625086527
345,1.0,1.0,1.0,5.0,28590.42068213119
346,1.0,1.0,1.0,6.0,28588.352210380155
347,1.0,1.0,1.0,7.0,28593.99381268788
348,1.0,1.0,1.0,8.0,28580.567162797553
349,1.0,1.0,1.0,9.0,28581.902231557553
350,1.0,1.0,2.0,0.0,31655.765439784802
351,1.0,1.0,2.0,1.0,29362.534512931263
352,1.0,1.0,2.0,2.0,28595.923477117874
353,1.0,1.0,2.0,3.0,28622.21210001195
354,1.0,1.0,2.0,4.0,28598.482049575785
355,1.0,1.0,2.0,5.0,28600.481116309747
356,1.0,1.0,2.0,6.0,28602.49304784459
357,1.0,1.0,2.0,7.0,28598.46248273066
358,1.0,1.0,2.0,8.0,28599.67192920478
359,1.0,1.0,2.0,9.0,28601.61039907784
360,1.0,2.0,0.0,0.0,29344.87737121892
361,1.0,2.0,0.0,1.0,28602.905203264323
362,1.0,2.0,0.0,2.0,28604.39434534258
363,1.0,2.0,0.0,3.0,28606.380366966292
364,1.0,2.0,0.0,4.0,28607.07264085053
365,1.0,2.0,0.0,5.0,28603.048185639134
366,1.0,2.0,0.0,6.0,28604.6106669817
367,1.0,2.0,0.0,7.0,28606.128614746238
368,1.0,2.0,0.0,8.0,28592.971993388095
369,1.0,2.0,0.0,9.0,28591.079612547037
370,1.0,2.0,1.0,0.0,29082.907415238733
371,1.0,2.0,1.0,1.0,28591.983726924078
372,1.0,2.0,1.0,2.0,28592.609212835785
373,1.0,2.0,1.0,3.0,28594.595902233814
374,1.0,2.0,1.0,4.0,28596.741430493075
375,1.0,2.0,1.0,5.0,28592.232136782826
376,1.0,2.0,1.0,6.0,28560.934358622464
377,1.0,2.0,1.0,7.0,28582.493471668233
378,1.0,2.0,1.0,8.0,28515.91057605234
379,1.0,2.0,1.0,9.0,28578.59682277305
380,1.0,2.0,2.0,0.0,30863.64600495541
381,1.0,2.0,2.0,1.0,29085.7109718335
382,1.0,2.0,2.0,2.0,28597.414615485737
383,1.0,2.0,2.0,3.0,28598.97859710821
384,1.0,2.0,2.0,4.0,28614.70541036466
385,1.0,2.0,2.0,5.0,28590.979086931675
386,1.0,2.0,2.0,6.0,28589.527349081105
387,1.0,2.0,2.0,7.0,28585.217968764224
388,1.0,2.0,2.0,8.0,28585.02177981509
389,1.0,2.0,2.0,9.0,28585.897426055075
390,1.0,3.0,0.0,0.0,29080.48414639687
391,1.0,3.0,0.0,1.0,28604.244993612767
392,1.0,3.0,0.0,2.0,28606.746731276722
393,1.0,3.0,0.0,3.0,28620.41512942044
394,1.0,3.0,0.0,4.0,28544.001101948343
395,1.0,3.0,0.0,5.0,28604.580202324876
396,1.0,3.0,0.0,6.0,28589.25310995729
397,1.0,3.0,0.0,7.0,28607.481781979703
398,1.0,3.0,0.0,8.0,28536.51079412028
399,1.0,3.0,0.0,9.0,28592.002795142722
400,1.0,3.0,1.0,0.0,28945.070995412752
401,1.0,3.0,1.0,1.0,28592.738759875923
402,1.0,3.0,1.0,2.0,28594.572905418303
403,1.0,3.0,1.0,3.0,28595.824973745606
404,1.0,3.0,1.0,4.0,28515.090338320828
405,1.0,3.0,1.0,5.0,28515.3155429186
406,1.0,3.0,1.0,6.0,28514.80012447456
407,1.0,3.0,1.0,7.0,28519.09681936245
408,1.0,3.0,1.0,8.0,28521.74316838899
409,1.0,3.0,1.0,9.0,28514.045841015362
410,1.0,3.0,2.0,0.0,30464.075907669354
411,1.0,3.0,2.0,1.0,28948.295233215864
412,1.0,3.0,2.0,2.0,28613.34683353418
413,1.0,3.0,2.0,3.0,28600.493358128995
414,1.0,3.0,2.0,4.0,28584.40291093206
415,1.0,3.0,2.0,5.0,28612.699037604776
416,1.0,3.0,2.0,6.0,28593.63920153463
417,1.0,3.0,2.0,7.0,28594.451073850127
418,1.0,3.0,2.0,8.0,28595.890443071927
419,1.0,3.0,2.0,9.0,28591.632483944137
420,1.0,4.0,0.0,0.0,28948.134265444925
421,1.0,4.0,0.0,1.0,28604.95187079796
422,1.0,4.0,0.0,2.0,28608.238431551952
423,1.0,4.0,0.0,3.0,28587.560788083167
424,1.0,4.0,0.0,4.0,28532.152544600056
425,1.0,4.0,0.0,5.0,28608.05677313136
426,1.0,4.0,0.0,6.0,28605.701523586107
427,1.0,4.0,0.0,7.0,28531.700844709558
428,1.0,4.0,0.0,8.0,28604.638756863154
429,1.0,4.0,0.0,9.0,28529.436248040915
430,1.0,4.0,1.0,0.0,28799.218022345194
431,1.0,4.0,1.0,1.0,28588.371722192558
432,1.0,4.0,1.0,2.0,28588.83386551072
433,1.0,4.0,1.0,3.0,28590.577988669495
434,1.0,4.0,1.0,4.0,28522.37625645565
435,1.0,4.0,1.0,5.0,28503.296942737572
436,1.0,4.0,1.0,6.0,28513.216509263846
437,1.0,4.0,1.0,7.0,28505.86380375496
438,1.0,4.0,1.0,8.0,28496.17271230514
439,1.0,4.0,1.0,9.0,28495.410752905536
440,1.0,4.0,2.0,0.0,30120.890397026837
441,1.0,4.0,2.0,1.0,28802.870348971745
442,1.0,4.0,2.0,2.0,28911.36778268223
443,1.0,4.0,2.0,3.0,28605.520753489924
444,1.0,4.0,2.0,4.0,28596.17637045824
445,1.0,4.0,2.0,5.0,28595.983795809123
446,1.0,4.0,2.0,6.0,28597.979225147625
447,1.0,4.0,2.0,7.0,28579.266367735923
448,1.0,4.0,2.0,8.0,28582.45150392474
449,1.0,4.0,2.0,9.0,28584.992082051598
450,1.0,5.0,0.0,0.0,28805.961560725067
451,1.0,5.0,0.0,1.0,28600.421928296455
452,1.0,5.0,0.0,2.0,28608.777681500425
453,1.0,5.0,0.0,3.0,28586.84066926135
454,1.0,5.0,0.0,4.0,28531.02453718576
455,1.0,5.0,0.0,5.0,28605.909496744905
456,1.0,5.0,0.0,6.0,28578.080299960588
457,1.0,5.0,0.0,7.0,28520.33955572545
458,1.0,5.0,0.0,8.0,28510.995955086677
459,1.0,5.0,0.0,9.0,28509.967708979246
460,1.0,5.0,1.0,0.0,28719.866939063308
461,1.0,5.0,1.0,1.0,28589.969467629744
462,1.0,5.0,1.0,2.0,28590.556240901555
463,1.0,5.0,1.0,3.0,28592.54766512812
464,1.0,5.0,1.0,4.0,28517.15983698148
465,1.0,5.0,1.0,5.0,28505.154201136276
466,1.0,5.0,1.0,6.0,28610.922425042554
467,1.0,5.0,1.0,7.0,28520.36017289861
468,1.0,5.0,1.0,8.0,28517.031158505873
469,1.0,5.0,1.0,9.0,28517.615827309088
470,1.0,5.0,2.0,0.0,29906.63010430971
471,1.0,5.0,2.0,1.0,28723.83379262703
472,1.0,5.0,2.0,2.0,28801.002555789062
473,1.0,5.0,2.0,3.0,28879.38203933848
474,1.0,5.0,2.0,4.0,28587.59330697023
475,1.0,5.0,2.0,5.0,28598.540308103773
476,1.0,5.0,2.0,6.0,28589.36976312822
477,1.0,5.0,2.0,7.0,28586.83925186268
478,1.0,5.0,2.0,8.0,28585.003338552553
479,1.0,5.0,2.0,9.0,28569.8741258833
480,1.0,6.0,0.0,0.0,28728.456645010698
481,1.0,6.0,0.0,1.0,28602.07801570681
482,1.0,6.0,0.0,2.0,28604.3453077702
483,1.0,6.0,0.0,3.0,28588.11748919401
484,1.0,6.0,0.0,4.0,28533.859004966587
485,1.0,6.0,0.0,5.0,28575.667149692912
486,1.0,6.0,0.0,6.0,28589.496933042443
487,1.0,6.0,0.0,7.0,28534.310112548766
488,1.0,6.0,0.0,8.0,28530.865528294482
489,1.0,6.0,0.0,9.0,28537.942684311867
490,1.0,6.0,1.0,0.0,28631.62005478802
491,1.0,6.0,1.0,1.0,28591.36804530493
492,1.0,6.0,1.0,2.0,28592.12780743968
493,1.0,6.0,1.0,3.0,28571.263496340558
494,1.0,6.0,1.0,4.0,28554.805457825227
495,1.0,6.0,1.0,5.0,28497.983026545677
496,1.0,6.0,1.0,6.0,28512.480991929737
497,1.0,6.0,1.0,7.0,28489.79680028346
498,1.0,6.0,1.0,8.0,28569.25209835032
499,1.0,6.0,1.0,9.0,28503.416010231897
500,1.0,6.0,2.0,0.0,29630.86854809963
501,1.0,6.0,2.0,1.0,28635.918824507236
502,1.0,6.0,2.0,2.0,28727.49281962363
503,1.0,6.0,2.0,3.0,28771.18223369518
504,1.0,6.0,2.0,4.0,28589.100591763978
505,1.0,6.0,2.0,5.0,28599.293380174586
506,1.0,6.0,2.0,6.0,28581.402721203038
507,1.0,6.0,2.0,7.0,28577.410588100247
508,1.0,6.0,2.0,8.0,28607.163749135136
509,1.0,6.0,2.0,9.0,28596.98373852548
510,1.0,7.0,0.0,0.0,28641.570256881256
511,1.0,7.0,0.0,1.0,28603.550651810474
512,1.0,7.0,0.0,2.0,28605.773419682693
513,1.0,7.0,0.0,3.0,28589.150791016335
514,1.0,7.0,0.0,4.0,28529.611050915293
515,1.0,7.0,0.0,5.0,28584.668189781547
516,1.0,7.0,0.0,6.0,28580.94791181594
517,1.0,7.0,0.0,7.0,28503.43025994058
518,1.0,7.0,0.0,8.0,28503.224147047884
519,1.0,7.0,0.0,9.0,28504.967375140433
520,1.0,7.0,1.0,0.0,28617.609411237
521,1.0,7.0,1.0,1.0,28574.28182601043
522,1.0,7.0,1.0,2.0,28575.945860114814
523,1.0,7.0,1.0,3.0,28523.773842952956
524,1.0,7.0,1.0,4.0,28584.4930625774
525,1.0,7.0,1.0,5.0,28494.293368123217
526,1.0,7.0,1.0,6.0,28495.3875553608
527,1.0,7.0,1.0,7.0,28501.001802879153
528,1.0,7.0,1.0,8.0,28492.408871003703
529,1.0,7.0,1.0,9.0,28493.927429188196
530,1.0,7.0,2.0,0.0,29438.29896370208
531,1.0,7.0,2.0,1.0,28622.051083091974
532,1.0,7.0,2.0,2.0,28638.548804526083
533,1.0,7.0,2.0,3.0,28616.652933768695
534,1.0,7.0,2.0,4.0,28656.47457302576
535,1.0,7.0,2.0,5.0,28592.11861063937
