,Label,ar,d,ma,AIC
536,1.0,7.0,2.0,6.0,28577.530912619215
537,1.0,7.0,2.0,7.0,28591.05804841422
538,1.0,7.0,2.0,8.0,28590.457429048605
539,1.0,7.0,2.0,9.0,28532.71637325943
540,1.0,8.0,0.0,0.0,28628.00998190797
541,1.0,8.0,0.0,1.0,28586.638616917524
542,1.0,8.0,0.0,2.0,28607.420288485897
543,1.0,8.0,0.0,3.0,28591.337429243307
544,1.0,8.0,0.0,4.0,28600.415112415838
545,1.0,8.0,0.0,5.0,28579.551043553613
546,1.0,8.0,0.0,6.0,28560.11289329733
547,1.0,8.0,0.0,7.0,28499.37466026154
548,1.0,8.0,0.0,8.0,28512.45679201637
549,1.0,8.0,0.0,9.0,28511.82689534241
550,1.0,8.0,1.0,0.0,28612.1581316374
551,1.0,8.0,1.0,1.0,28575.862553738487
552,1.0,8.0,1.0,2.0,28578.15344973126
553,1.0,8.0,1.0,3.0,28579.942581412426
554,1.0,8.0,1.0,4.0,28514.12382576037
555,1.0,8.0,1.0,5.0,28495.78689110752
556,1.0,8.0,1.0,6.0,28515.72603568982
557,1.0,8.0,1.0,7.0,28510.053094008912
558,1.0,8.0,1.0,8.0,28491.109678493878
559,1.0,8.0,1.0,9.0,28490.016962433903
560,1.0,8.0,2.0,0.0,29266.260368312178
561,1.0,8.0,2.0,1.0,28616.69518963818
562,1.0,8.0,2.0,2.0,28625.805283547794
563,1.0,8.0,2.0,3.0,28631.151911577053
564,1.0,8.0,2.0,4.0,28592.15144894663
565,1.0,8.0,2.0,5.0,28584.451062081513
566,1.0,8.0,2.0,6.0,28579.30528952732
567,1.0,8.0,2.0,7.0,28581.263065075298
568,1.0,8.0,2.0,8.0,28525.60193841121
569,1.0,8.0,2.0,9.0,28523.241138312616
570,1.0,9.0,0.0,0.0,28622.823512815
571,1.0,9.0,0.0,1.0,28624.859257501514
572,1.0,9.0,0.0,2.0,28589.201515730558
573,1.0,9.0,0.0,3.0,28582.33499605734
574,1.0,9.0,0.0,4.0,28620.733143259422
575,1.0,9.0,0.0,5.0,28543.661580097603
576,1.0,9.0,0.0,6.0,28522.154409851333
577,1.0,9.0,0.0,7.0,28506.125307159346
578,1.0,9.0,0.0,8.0,28510.55606860412
579,1.0,9.0,0.0,9.0,28518.45973751657
580,1.0,9.0,1.0,0.0,28614.111622272816
581,1.0,9.0,1.0,1.0,28577.82265445782
582,1.0,9.0,1.0,2.0,28579.70351046442
583,1.0,9.0,1.0,3.0,28569.672094305846
584,1.0,9.0,1.0,4.0,28577.135480612505
585,1.0,9.0,1.0,5.0,28495.233948523724
586,1.0,9.0,1.0,6.0,28506.80038191303
587,1.0,9.0,1.0,7.0,28489.224356315695
588,1.0,9.0,1.0,8.0,28489.78962347635
589,1.0,9.0,1.0,9.0,28496.852770672227
590,1.0,9.0,2.0,0.0,29170.08499052813
591,1.0,9.0,2.0,1.0,28618.655188512646
592,1.0,9.0,2.0,2.0,28616.932947898167
593,1.0,9.0,2.0,3.0,28599.104550536285
594,1.0,9.0,2.0,4.0,28606.368056239404
595,1.0,9.0,2.0,5.0,28614.9891219185
596,1.0,9.0,2.0,6.0,28598.204306918335
597,1.0,9.0,2.0,7.0,28624.325203326058
598,1.0,9.0,2.0,8.0,28519.311286456956
599,1.0,9.0,2.0,9.0,28531.109121694706
600,2.0,0.0,0.0,0.0,35516.782225877105
601,2.0,0.0,0.0,1.0,33190.50150906653
602,2.0,0.0,0.0,2.0,32015.57123391953
603,2.0,0.0,0.0,3.0,31298.92265579909
604,2.0,0.0,0.0,4.0,30843.44065142448
605,2.0,0.0,0.0,5.0,30551.328034514278
606,2.0,0.0,0.0,6.0,30391.724739998914
607,2.0,0.0,0.0,7.0,30161.15801657295
608,2.0,0.0,0.0,8.0,29924.020392900995
609,2.0,0.0,0.0,9.0,29805.538639003833
610,2.0,0.0,1.0,0.0,29899.792078273727
611,2.0,0.0,1.0,1.0,28241.02591414633
612,2.0,0.0,1.0,2.0,28233.08040871929
613,2.0,0.0,1.0,3.0,28234.500169747247
614,2.0,0.0,1.0,4.0,28231.231128963755
615,2.0,0.0,1.0,5.0,28224.314564073888
616,2.0,0.0,1.0,6.0,28224.502036464444
617,2.0,0.0,1.0,7.0,28223.6296704631
618,2.0,0.0,1.0,8.0,28205.380501869495
619,2.0,0.0,1.0,9.0,28204.59384319288
620,2.0,0.0,2.0,0.0,33179.056477575075
621,2.0,0.0,2.0,1.0,29901.226484257022
622,2.0,0.0,2.0,2.0,28247.16774485395
623,2.0,0.0,2.0,3.0,28239.24725046691
624,2.0,0.0,2.0,4.0,28240.657423982862
625,2.0,0.0,2.0,5.0,28237.29727179944
626,2.0,0.0,2.0,6.0,28230.305477008296
627,2.0,0.0,2.0,7.0,28230.800971620065
628,2.0,0.0,2.0,8.0,28229.638731572733
629,2.0,0.0,2.0,9.0,28211.565762488324
630,2.0,1.0,0.0,0.0,29785.501748554532
631,2.0,1.0,0.0,1.0,28253.19468895848
632,2.0,1.0,0.0,2.0,28245.33514320281
633,2.0,1.0,0.0,3.0,28246.732006353217
634,2.0,1.0,0.0,4.0,28243.36597846512
635,2.0,1.0,0.0,5.0,28236.454944626406
636,2.0,1.0,0.0,6.0,28237.26602981031
637,2.0,1.0,0.0,7.0,28235.658844902347
638,2.0,1.0,0.0,8.0,28217.56954058956
639,2.0,1.0,0.0,9.0,28216.99498670466
640,2.0,1.0,1.0,0.0,29183.46204683387
641,2.0,1.0,1.0,1.0,28233.44965326089
642,2.0,1.0,1.0,2.0,28234.8372097295
643,2.0,1.0,1.0,3.0,28231.244824252724
644,2.0,1.0,1.0,4.0,28228.65101623095
645,2.0,1.0,1.0,5.0,28225.634340468394
646,2.0,1.0,1.0,6.0,28226.156140419756
647,2.0,1.0,1.0,7.0,28213.03092240685
648,2.0,1.0,1.0,8.0,28205.72063404443
649,2.0,1.0,1.0,9.0,28201.71832267062
650,2.0,1.0,2.0,0.0,31512.285268285443
651,2.0,1.0,2.0,1.0,29185.762627093573
652,2.0,1.0,2.0,2.0,28239.61674065327
653,2.0,1.0,2.0,3.0,28245.733162084485
654,2.0,1.0,2.0,4.0,28236.01791717258
655,2.0,1.0,2.0,5.0,28236.826662711792
656,2.0,1.0,2.0,6.0,28234.88411505436
657,2.0,1.0,2.0,7.0,28225.4915025091
658,2.0,1.0,2.0,8.0,28226.479126944294
659,2.0,1.0,2.0,9.0,28226.62739578286
660,2.0,2.0,0.0,0.0,29147.432082832434
661,2.0,2.0,0.0,1.0,28245.70642881441
662,2.0,2.0,0.0,2.0,28251.745424232
663,2.0,2.0,0.0,3.0,28242.128650695595
664,2.0,2.0,0.0,4.0,28246.996756474215
665,2.0,2.0,0.0,5.0,28238.164801854116
666,2.0,2.0,0.0,6.0,28238.370621845617
667,2.0,2.0,0.0,7.0,28240.442155451994
668,2.0,2.0,0.0,8.0,28218.060194326477
669,2.0,2.0,0.0,9.0,28214.870284473054
670,2.0,2.0,1.0,0.0,28897.167650945572
671,2.0,2.0,1.0,1.0,28234.06173693113
672,2.0,2.0,1.0,2.0,28230.26223565956
673,2.0,2.0,1.0,3.0,28168.650818128255
674,2.0,2.0,1.0,4.0,28182.884520111063
675,2.0,2.0,1.0,5.0,28162.165380040216
676,2.0,2.0,1.0,6.0,28167.083486409443
677,2.0,2.0,1.0,7.0,28159.65219144956
678,2.0,2.0,1.0,8.0,28158.61224546928
679,2.0,2.0,1.0,9.0,28195.04098090374
680,2.0,2.0,2.0,0.0,30715.80885558635
681,2.0,2.0,2.0,1.0,28900.07567964594
682,2.0,2.0,2.0,2.0,28240.26250626819
683,2.0,2.0,2.0,3.0,28236.432514911387
684,2.0,2.0,2.0,4.0,28251.654276647125
685,2.0,2.0,2.0,5.0,28236.50231035913
686,2.0,2.0,2.0,6.0,28237.074661310773
687,2.0,2.0,2.0,7.0,28231.822637204546
688,2.0,2.0,2.0,8.0,28229.41528209515
689,2.0,2.0,2.0,9.0,28233.376642644012
690,2.0,3.0,0.0,0.0,28883.40588257092
691,2.0,3.0,0.0,1.0,28246.28878342701
692,2.0,3.0,0.0,2.0,28243.01241043193
693,2.0,3.0,0.0,3.0,28252.028640477023
694,2.0,3.0,0.0,4.0,28246.083700857358
695,2.0,3.0,0.0,5.0,28177.68578302541
696,2.0,3.0,0.0,6.0,28191.70646626023
697,2.0,3.0,0.0,7.0,28173.822065725322
698,2.0,3.0,0.0,8.0,28182.242032483482
699,2.0,3.0,0.0,9.0,28217.007171642916
700,2.0,3.0,1.0,0.0,28739.403200752775
701,2.0,3.0,1.0,1.0,28229.788162867822
702,2.0,3.0,1.0,2.0,28237.457230877175
703,2.0,3.0,1.0,3.0,28168.066099100943
704,2.0,3.0,1.0,4.0,28157.732269465403
705,2.0,3.0,1.0,5.0,28164.5985364397
706,2.0,3.0,1.0,6.0,28163.27231638399
707,2.0,3.0,1.0,7.0,28167.352251599783
708,2.0,3.0,1.0,8.0,28147.614355936825
709,2.0,3.0,1.0,9.0,28153.367274256023
710,2.0,3.0,2.0,0.0,30290.076858358436
711,2.0,3.0,2.0,1.0,28742.762061833513
712,2.0,3.0,2.0,2.0,28891.02783477714
713,2.0,3.0,2.0,3.0,28237.096731533886
714,2.0,3.0,2.0,4.0,28245.200714577484
715,2.0,3.0,2.0,5.0,28254.0960391384
716,2.0,3.0,2.0,6.0,28233.72387888987
717,2.0,3.0,2.0,7.0,28247.612976179807
718,2.0,3.0,2.0,8.0,28231.98343979817
719,2.0,3.0,2.0,9.0,28235.632484553797
720,2.0,4.0,0.0,0.0,28735.325941650586
721,2.0,4.0,0.0,1.0,28241.934576803993
722,2.0,4.0,0.0,2.0,28246.28464757598
723,2.0,4.0,0.0,3.0,28249.322740776173
724,2.0,4.0,0.0,4.0,28249.77179922055
725,2.0,4.0,0.0,5.0,28180.683514791708
726,2.0,4.0,0.0,6.0,28178.03326480582
727,2.0,4.0,0.0,7.0,28183.30061603616
728,2.0,4.0,0.0,8.0,28165.027311386977
729,2.0,4.0,0.0,9.0,28170.46840204927
730,2.0,4.0,1.0,0.0,28589.179168679493
731,2.0,4.0,1.0,1.0,28218.940692126977
732,2.0,4.0,1.0,2.0,28219.483533806713
733,2.0,4.0,1.0,3.0,28165.76693389346
734,2.0,4.0,1.0,4.0,28165.778657254756
735,2.0,4.0,1.0,5.0,28164.53585068105
736,2.0,4.0,1.0,6.0,28163.04528774487
737,2.0,4.0,1.0,7.0,28199.15590097483
738,2.0,4.0,1.0,8.0,28150.404193172664
739,2.0,4.0,1.0,9.0,28152.846378439364
740,2.0,4.0,2.0,0.0,29998.007160240217
741,2.0,4.0,2.0,1.0,28592.978974665853
742,2.0,4.0,2.0,2.0,28532.430151574532
743,2.0,4.0,2.0,3.0,28234.42776686362
744,2.0,4.0,2.0,4.0,28227.004548588942
745,2.0,4.0,2.0,5.0,28237.727804444665
746,2.0,4.0,2.0,6.0,28265.783257362775
747,2.0,4.0,2.0,7.0,28233.31218758828
748,2.0,4.0,2.0,8.0,28254.145640693794
749,2.0,4.0,2.0,9.0,28238.42316933784
750,2.0,5.0,0.0,0.0,28591.147682135266
751,2.0,5.0,0.0,1.0,28230.91667082472
752,2.0,5.0,0.0,2.0,28243.698885894104
753,2.0,5.0,0.0,3.0,28244.74356773426
754,2.0,5.0,0.0,4.0,28251.669052369067
755,2.0,5.0,0.0,5.0,28178.678025814166
756,2.0,5.0,0.0,6.0,28178.50030752692
757,2.0,5.0,0.0,7.0,28216.20696874154
758,2.0,5.0,0.0,8.0,28166.680598805302
759,2.0,5.0,0.0,9.0,28163.793077078037
760,2.0,5.0,1.0,0.0,28443.07087392647
761,2.0,5.0,1.0,1.0,28217.453828313817
762,2.0,5.0,1.0,2.0,28221.19991170182
763,2.0,5.0,1.0,3.0,28179.07739352734
764,2.0,5.0,1.0,4.0,28513.107294881636
765,2.0,5.0,1.0,5.0,28131.929148328873
766,2.0,5.0,1.0,6.0,28168.34581982527
767,2.0,5.0,1.0,7.0,28128.839933292707
768,2.0,5.0,1.0,8.0,28150.837437689814
769,2.0,5.0,1.0,9.0,28163.759544313863
770,2.0,5.0,2.0,0.0,29756.9862937008
771,2.0,5.0,2.0,1.0,28447.306420437722
772,2.0,5.0,2.0,2.0,28583.931240174366
773,2.0,5.0,2.0,3.0,28224.8084469191
774,2.0,5.0,2.0,4.0,28307.58975867783
775,2.0,5.0,2.0,5.0,28218.08569742066
776,2.0,5.0,2.0,6.0,28191.90283133631
777,2.0,5.0,2.0,7.0,28230.43463148117
778,2.0,5.0,2.0,8.0,28199.37312388345
779,2.0,5.0,2.0,9.0,28198.61649279447
780,2.0,6.0,0.0,0.0,28448.89004868109
781,2.0,6.0,0.0,1.0,28229.27698765663
782,2.0,6.0,0.0,2.0,28230.44461822061
783,2.0,6.0,0.0,3.0,28240.6916140288
784,2.0,6.0,0.0,4.0,28184.62830282485
785,2.0,6.0,0.0,5.0,28177.267324615073
786,2.0,6.0,0.0,6.0,28204.2041840096
787,2.0,6.0,0.0,7.0,28133.509070501597
788,2.0,6.0,0.0,8.0,28144.364589351393
789,2.0,6.0,0.0,9.0,28179.39046475905
790,2.0,6.0,1.0,0.0,28313.836765844135
791,2.0,6.0,1.0,1.0,28218.370106329876
792,2.0,6.0,1.0,2.0,28221.223226590442
793,2.0,6.0,1.0,3.0,28151.982864503683
794,2.0,6.0,1.0,4.0,28195.02070459864
795,2.0,6.0,1.0,5.0,28169.37796652568
796,2.0,6.0,1.0,6.0,28171.22516337548
797,2.0,6.0,1.0,7.0,28166.9728840247
798,2.0,6.0,1.0,8.0,28156.22372346009
799,2.0,6.0,1.0,9.0,28174.31645361562
800,2.0,6.0,2.0,0.0,29448.39265186029
801,2.0,6.0,2.0,1.0,28318.465400780035
802,2.0,6.0,2.0,2.0,28451.216058226917
803,2.0,6.0,2.0,3.0,28225.28490281054
804,2.0,6.0,2.0,4.0,28259.06737616717
805,2.0,6.0,2.0,5.0,28240.058419628065
806,2.0,6.0,2.0,6.0,28225.98791784619
807,2.0,6.0,2.0,7.0,28193.012047150158
808,2.0,6.0,2.0,8.0,28231.333719316357
809,2.0,6.0,2.0,9.0,28262.07676499588
810,2.0,7.0,0.0,0.0,28321.9919560334
811,2.0,7.0,0.0,1.0,28230.307896439706
812,2.0,7.0,0.0,2.0,28232.882311748093
813,2.0,7.0,0.0,3.0,28171.513425455312
814,2.0,7.0,0.0,4.0,28175.66981188905
815,2.0,7.0,0.0,5.0,28183.663034316043
816,2.0,7.0,0.0,6.0,28190.96479941882
817,2.0,7.0,0.0,7.0,
818,2.0,7.0,0.0,8.0,28203.016203897878
819,2.0,7.0,0.0,9.0,28207.631458434735
820,2.0,7.0,1.0,0.0,28281.06210455223
821,2.0,7.0,1.0,1.0,28199.494602022518
822,2.0,7.0,1.0,2.0,28199.964430758762
823,2.0,7.0,1.0,3.0,28161.12533042711
824,2.0,7.0,1.0,4.0,28180.723210182212
825,2.0,7.0,1.0,5.0,28166.444063786705
826,2.0,7.0,1.0,6.0,28168.253047206796
827,2.0,7.0,1.0,7.0,28135.618059309556
828,2.0,7.0,1.0,8.0,28115.873353319686
829,2.0,7.0,1.0,9.0,28172.342769296483
830,2.0,7.0,2.0,0.0,29189.877041111595
831,2.0,7.0,2.0,1.0,28285.900004515977
832,2.0,7.0,2.0,2.0,28310.080540551855
833,2.0,7.0,2.0,3.0,28262.839788703546
834,2.0,7.0,2.0,4.0,28229.730440764313
835,2.0,7.0,2.0,5.0,28233.11174614251
836,2.0,7.0,2.0,6.0,28239.47514429614
837,2.0,7.0,2.0,7.0,28172.123414857757
838,2.0,7.0,2.0,8.0,28199.50913313904
839,2.0,7.0,2.0,9.0,28249.42971984025
840,2.0,8.0,0.0,0.0,28290.110909071343
841,2.0,8.0,0.0,1.0,28211.706795237777
842,2.0,8.0,0.0,2.0,28231.852411398166
843,2.0,8.0,0.0,3.0,28179.61626689243
844,2.0,8.0,0.0,4.0,28178.27039652944
845,2.0,8.0,0.0,5.0,28180.849705115594
846,2.0,8.0,0.0,6.0,28172.824724046564
847,2.0,8.0,0.0,7.0,28194.088103546954
848,2.0,8.0,0.0,8.0,28127.725898622193
849,2.0,8.0,0.0,9.0,28137.677212202667
850,2.0,8.0,1.0,0.0,28275.92020791611
851,2.0,8.0,1.0,1.0,28199.308210545903
852,2.0,8.0,1.0,2.0,28196.52953371907
853,2.0,8.0,1.0,3.0,28198.931519122583
854,2.0,8.0,1.0,4.0,28200.088275840193
855,2.0,8.0,1.0,5.0,28156.98596457673
856,2.0,8.0,1.0,6.0,28139.43223171503
857,2.0,8.0,1.0,7.0,28141.055199555467
858,2.0,8.0,1.0,8.0,28121.21918565039
859,2.0,8.0,1.0,9.0,28170.371495402873
860,2.0,8.0,2.0,0.0,29076.59897813275
861,2.0,8.0,2.0,1.0,28280.847967209076
862,2.0,8.0,2.0,2.0,28282.661975984935
863,2.0,8.0,2.0,3.0,28311.143537854754
864,2.0,8.0,2.0,4.0,28230.669036071482
865,2.0,8.0,2.0,5.0,28226.696627434416
866,2.0,8.0,2.0,6.0,28226.100409563656
867,2.0,8.0,2.0,7.0,28173.705894557388
868,2.0,8.0,2.0,8.0,28230.48481267433
869,2.0,8.0,2.0,9.0,28189.600284758533
870,2.0,9.0,0.0,0.0,28285.319491457005
871,2.0,9.0,0.0,1.0,28211.555352236195
872,2.0,9.0,0.0,2.0,28208.330907598996
873,2.0,9.0,0.0,3.0,28215.54730548393
874,2.0,9.0,0.0,4.0,28176.08409066262
875,2.0,9.0,0.0,5.0,28170.925743512587
876,2.0,9.0,0.0,6.0,28170.896557511245
877,2.0,9.0,0.0,7.0,28201.150526886777
878,2.0,9.0,0.0,8.0,28138.102931808055
879,2.0,9.0,0.0,9.0,28134.760612567276
880,2.0,9.0,1.0,0.0,28251.589686219948
881,2.0,9.0,1.0,1.0,28199.80721953955
882,2.0,9.0,1.0,2.0,28198.313066671686
883,2.0,9.0,1.0,3.0,28200.4068561101
884,2.0,9.0,1.0,4.0,28202.013581641346
885,2.0,9.0,1.0,5.0,28169.651993429354
886,2.0,9.0,1.0,6.0,28144.985447973162
887,2.0,9.0,1.0,7.0,28163.955925753206
888,2.0,9.0,1.0,8.0,28127.167930637253
889,2.0,9.0,1.0,9.0,28114.320708930565
890,2.0,9.0,2.0,0.0,28929.898002359627
891,2.0,9.0,2.0,1.0,28256.68576455348
892,2.0,9.0,2.0,2.0,28274.664185146306
893,2.0,9.0,2.0,3.0,28289.14582151076
894,2.0,9.0,2.0,4.0,28308.183850275942
895,2.0,9.0,2.0,5.0,28214.746913608622
896,2.0,9.0,2.0,6.0,28168.14739276522
897,2.0,9.0,2.0,7.0,28235.51770727047
898,2.0,9.0,2.0,8.0,28172.449852022033
899,2.0,9.0,2.0,9.0,28201.10618678189
900,3.0,0.0,0.0,0.0,39102.12279107414
901,3.0,0.0,0.0,1.0,36541.80634079883
902,3.0,0.0,0.0,2.0,35204.67309706495
903,3.0,0.0,0.0,3.0,34799.330569569385
904,3.0,0.0,0.0,4.0,34038.87864439455
905,3.0,0.0,0.0,5.0,33748.26944147167
906,3.0,0.0,0.0,6.0,33745.86755829994
907,3.0,0.0,0.0,7.0,33560.70534310909
908,3.0,0.0,0.0,8.0,33160.85242922457
909,3.0,0.0,0.0,9.0,32969.65224448987
910,3.0,0.0,1.0,0.0,33278.1369478997
911,3.0,0.0,1.0,1.0,32347.865811914748
912,3.0,0.0,1.0,2.0,32091.597022354184
913,3.0,0.0,1.0,3.0,32087.31900650485
914,3.0,0.0,1.0,4.0,32063.466588684336
915,3.0,0.0,1.0,5.0,32065.35564272756
916,3.0,0.0,1.0,6.0,32032.531222765727
917,3.0,0.0,1.0,7.0,31970.2664876763
918,3.0,0.0,1.0,8.0,31705.651875718548
919,3.0,0.0,1.0,9.0,31660.313817847567
920,3.0,0.0,2.0,0.0,36164.601138483646
921,3.0,0.0,2.0,1.0,33278.54295055253
922,3.0,0.0,2.0,2.0,32352.56449046517
923,3.0,0.0,2.0,3.0,32096.779075896335
924,3.0,0.0,2.0,4.0,32092.257670024977
925,3.0,0.0,2.0,5.0,32068.315318433448
926,3.0,0.0,2.0,6.0,32070.460226182862
927,3.0,0.0,2.0,7.0,32037.19410705864
928,3.0,0.0,2.0,8.0,31973.798899405883
929,3.0,0.0,2.0,9.0,31711.767993117937
930,3.0,1.0,0.0,0.0,33173.55898410237
931,3.0,1.0,0.0,1.0,32360.515982445977
932,3.0,1.0,0.0,2.0,32105.535215974898
933,3.0,1.0,0.0,3.0,32101.43169123509
934,3.0,1.0,0.0,4.0,32076.583949635715
935,3.0,1.0,0.0,5.0,32078.53516304532
936,3.0,1.0,0.0,6.0,32045.171938837826
937,3.0,1.0,0.0,7.0,31977.602837382103
938,3.0,1.0,0.0,8.0,31719.987168731946
939,3.0,1.0,0.0,9.0,31674.95749949679
940,3.0,1.0,1.0,0.0,33025.14280016435
941,3.0,1.0,1.0,1.0,32107.75152687601
942,3.0,1.0,1.0,2.0,32089.48696367846
943,3.0,1.0,1.0,3.0,32081.307638692335
944,3.0,1.0,1.0,4.0,32065.234690685633
945,3.0,1.0,1.0,5.0,32067.399599741126
946,3.0,1.0,1.0,6.0,32027.80300758906
947,3.0,1.0,1.0,7.0,31919.31549590546
948,3.0,1.0,1.0,8.0,31666.14585057617
949,3.0,1.0,1.0,9.0,31660.409032741594
950,3.0,1.0,2.0,0.0,35068.149741330024
951,3.0,1.0,2.0,1.0,33025.955578436005
952,3.0,1.0,2.0,2.0,32112.57633951776
953,3.0,1.0,2.0,3.0,32131.778395045356
954,3.0,1.0,2.0,4.0,32097.538496649613
955,3.0,1.0,2.0,5.0,32096.39066285533
956,3.0,1.0,2.0,6.0,32070.98205381015
957,3.0,1.0,2.0,7.0,32072.944662570164
958,3.0,1.0,2.0,8.0,32040.88803115405
959,3.0,1.0,2.0,9.0,31975.292875851774
960,3.0,2.0,0.0,0.0,32970.72094147657
961,3.0,2.0,0.0,1.0,32121.98506096865
962,3.0,2.0,0.0,2.0,32103.562602340327
963,3.0,2.0,0.0,3.0,32106.865531452968
964,3.0,2.0,0.0,4.0,32105.290971008788
965,3.0,2.0,0.0,5.0,32069.377505595723
966,3.0,2.0,0.0,6.0,32040.1588722115
967,3.0,2.0,0.0,7.0,31929.34162912599
968,3.0,2.0,0.0,8.0,31686.720222136075
969,3.0,2.0,0.0,9.0,31710.53995127615
970,3.0,2.0,1.0,0.0,32813.574021347
971,3.0,2.0,1.0,1.0,32079.476702243333
972,3.0,2.0,1.0,2.0,32045.161289718082
973,3.0,2.0,1.0,3.0,32048.244624096656
974,3.0,2.0,1.0,4.0,31394.648073132623
975,3.0,2.0,1.0,5.0,31429.163246523676
976,3.0,2.0,1.0,6.0,31433.020754056168
977,3.0,2.0,1.0,7.0,31676.67808385827
978,3.0,2.0,1.0,8.0,31304.085357878233
979,3.0,2.0,1.0,9.0,31594.24965152158
980,3.0,2.0,2.0,0.0,34497.35400586837
981,3.0,2.0,2.0,1.0,32815.137227657615
982,3.0,2.0,2.0,2.0,32088.082426590576
983,3.0,2.0,2.0,3.0,32116.533792397975
984,3.0,2.0,2.0,4.0,32342.456265584748
985,3.0,2.0,2.0,5.0,31942.451501369662
986,3.0,2.0,2.0,6.0,32168.794144214567
987,3.0,2.0,2.0,7.0,32143.88871225813
988,3.0,2.0,2.0,8.0,31921.286410626395
989,3.0,2.0,2.0,9.0,31862.962773933814
990,3.0,3.0,0.0,0.0,32786.54486647963
991,3.0,3.0,0.0,1.0,32093.313115683894
992,3.0,3.0,0.0,2.0,32125.913774152912
993,3.0,3.0,0.0,3.0,32062.175957128304
994,3.0,3.0,0.0,4.0,31845.462178777023
995,3.0,3.0,0.0,5.0,31409.917516252826
996,3.0,3.0,0.0,6.0,31904.13527358687
997,3.0,3.0,0.0,7.0,31674.23110457742
998,3.0,3.0,0.0,8.0,31333.228110410564
999,3.0,3.0,0.0,9.0,31682.53506762946
1000,3.0,3.0,1.0,0.0,32651.596049226784
1001,3.0,3.0,1.0,1.0,32060.852571277763
1002,3.0,3.0,1.0,2.0,32001.166399979906
1003,3.0,3.0,1.0,3.0,31743.2774995688
1004,3.0,3.0,1.0,4.0,31461.786900424304
1005,3.0,3.0,1.0,5.0,31462.233050250565
1006,3.0,3.0,1.0,6.0,31417.29706996939
1007,3.0,3.0,1.0,7.0,31389.34604650527
1008,3.0,3.0,1.0,8.0,31343.769744949284
1009,3.0,3.0,1.0,9.0,31329.423312656596
1010,3.0,3.0,2.0,0.0,34087.03038717881
1011,3.0,3.0,2.0,1.0,32653.392025745135
1012,3.0,3.0,2.0,2.0,32813.65935005169
1013,3.0,3.0,2.0,3.0,32495.242046500964
1014,3.0,3.0,2.0,4.0,32505.869477493507
1015,3.0,3.0,2.0,5.0,32062.513517440835
1016,3.0,3.0,2.0,6.0,31959.521342109605
1017,3.0,3.0,2.0,7.0,31585.432203754317
1018,3.0,3.0,2.0,8.0,31801.907079258843
1019,3.0,3.0,2.0,9.0,31725.512893204737
1020,3.0,4.0,0.0,0.0,32639.45471672185
1021,3.0,4.0,0.0,1.0,32074.822163938272
1022,3.0,4.0,0.0,2.0,32545.01149167052
1023,3.0,4.0,0.0,3.0,32121.993632675483
1024,3.0,4.0,0.0,4.0,31499.157267712108
1025,3.0,4.0,0.0,5.0,31481.137486454216
1026,3.0,4.0,0.0,6.0,31444.56367744234
1027,3.0,4.0,0.0,7.0,31418.04063063972
1028,3.0,4.0,0.0,8.0,31349.67433831087
1029,3.0,4.0,0.0,9.0,31342.630742985908
1030,3.0,4.0,1.0,0.0,32551.40071257237
1031,3.0,4.0,1.0,1.0,32022.79527420737
1032,3.0,4.0,1.0,2.0,32058.969101652634
1033,3.0,4.0,1.0,3.0,31419.53308003414
1034,3.0,4.0,1.0,4.0,31473.95504440221
1035,3.0,4.0,1.0,5.0,31151.356441706914
1036,3.0,4.0,1.0,6.0,31127.121370179084
1037,3.0,4.0,1.0,7.0,31130.57066917148
1038,3.0,4.0,1.0,8.0,31094.31630764563
1039,3.0,4.0,1.0,9.0,31068.279782633508
1040,3.0,4.0,2.0,0.0,33999.604600057704
1041,3.0,4.0,2.0,1.0,32553.549654469774
1042,3.0,4.0,2.0,2.0,32633.35525153289
1043,3.0,4.0,2.0,3.0,32641.96064505899
1044,3.0,4.0,2.0,4.0,32508.20651508193
1045,3.0,4.0,2.0,5.0,32111.53418763627
1046,3.0,4.0,2.0,6.0,32092.697552869326
1047,3.0,4.0,2.0,7.0,31382.306997653854
1048,3.0,4.0,2.0,8.0,31789.078537200417
1049,3.0,4.0,2.0,9.0,31763.55286588122
1050,3.0,5.0,0.0,0.0,32547.092892281587
1051,3.0,5.0,0.0,1.0,32034.6680278291
1052,3.0,5.0,0.0,2.0,32077.3229307092
1053,3.0,5.0,0.0,3.0,32043.920816974358
1054,3.0,5.0,0.0,4.0,31487.05461871011
1055,3.0,5.0,0.0,5.0,31175.98071684383
1056,3.0,5.0,0.0,6.0,31174.564727086567
1057,3.0,5.0,0.0,7.0,31132.21685996156
1058,3.0,5.0,0.0,8.0,31140.839185727804
1059,3.0,5.0,0.0,9.0,31122.42641315529
1060,3.0,5.0,1.0,0.0,32092.393864038335
1061,3.0,5.0,1.0,1.0,31765.19028863347
1062,3.0,5.0,1.0,2.0,31395.544305307827
1063,3.0,5.0,1.0,3.0,31398.96909219918
1064,3.0,5.0,1.0,4.0,31419.794398469396
1065,3.0,5.0,1.0,5.0,31101.328768129963
1066,3.0,5.0,1.0,6.0,31008.14518244619
1067,3.0,5.0,1.0,7.0,31036.029498104668
1068,3.0,5.0,1.0,8.0,31013.343988835248
1069,3.0,5.0,1.0,9.0,31020.0168736733
1070,3.0,5.0,2.0,0.0,33824.79365073463
